,perplexity,n_iter,n_samples,n_features,n_classes,p_informative,avg_common_neighbors10,avg_common_neighbors40,std_ratios
853,50,300,5000,20,1,75,14.454,11.5925,0.24665988323510715
854,50,500,5000,20,1,75,33.408,23.497,0.22076440203730038
855,50,1000,5000,20,1,75,36.118,23.449,0.22307906101175243
856,10,300,5000,20,1,100,20.998,15.992,0.29098815812106726
857,10,500,5000,20,1,100,38.346000000000004,23.476,0.23886237375112318
858,10,1000,5000,20,1,100,38.403999999999996,23.247,0.24489780966086863
859,30,300,5000,20,1,100,17.163999999999998,15.109999999999998,0.3043185845664269
860,30,500,5000,20,1,100,37.82,25.701999999999998,0.25187231998300674
861,30,1000,5000,20,1,100,38.641999999999996,25.505499999999998,0.25847280561618585
862,50,300,5000,20,1,100,15.844,14.069,0.3078880216026342
863,50,500,5000,20,1,100,35.67,26.076500000000003,0.25667651312048284
864,50,1000,5000,20,1,100,38.304,25.8585,0.2665777385738769
865,10,300,5000,30,1,50,16.968,10.5375,0.1858156154964569
866,10,500,5000,30,1,50,30.703999999999997,15.305,0.1755716678581215
867,10,1000,5000,30,1,50,30.774,15.373000000000001,0.17763270407535622
868,30,300,5000,30,1,50,29.998,17.019000000000002,0.17452567272290506
869,30,500,5000,30,1,50,30.837999999999997,16.982999999999997,0.1805075169829972
870,30,1000,5000,30,1,50,31.36,16.985,0.17720014287645128
871,50,300,5000,30,1,50,26.857999999999997,17.1555,0.17647094152092613
872,50,500,5000,30,1,50,30.118000000000002,17.691,0.17627571950485735
873,50,1000,5000,30,1,50,30.520000000000003,17.4915,0.17780854984518885
874,10,300,5000,30,1,75,16.811999999999998,11.3685,0.2367542069178469
875,10,500,5000,30,1,75,32.238,17.1375,0.18274260174515716
876,10,1000,5000,30,1,75,32.517999999999994,17.086,0.19652921753263802
877,30,300,5000,30,1,75,31.911999999999995,19.403,0.1927980140839425
878,30,500,5000,30,1,75,32.616,18.6555,0.19055352117386862
879,30,1000,5000,30,1,75,32.9,19.0955,0.19694543981609736
880,50,300,5000,30,1,75,29.29,19.554,0.18857876311521393
881,50,500,5000,30,1,75,32.168,19.5675,0.18575714318325282
882,50,1000,5000,30,1,75,32.34,19.48,0.1858015377239264
883,10,300,5000,30,1,100,17.442,12.1075,0.24295845532092877
884,10,500,5000,30,1,100,34.412,19.08,0.18622561006426228
885,10,1000,5000,30,1,100,34.022000000000006,18.8805,0.19316523178600115
886,30,300,5000,30,1,100,14.976,11.597,0.25147993402336033
887,30,500,5000,30,1,100,33.832,21.484,0.20004127425541343
888,30,1000,5000,30,1,100,34.708,21.0705,0.19867418686933705
889,50,300,5000,30,1,100,14.118,10.813500000000001,0.24824972056753783
890,50,500,5000,30,1,100,31.696,21.848499999999998,0.20039446193692625
891,50,1000,5000,30,1,100,34.27,21.688000000000002,0.20077911407776594
892,10,300,5000,40,1,50,16.618,9.671,0.16984420202037542
893,10,500,5000,40,1,50,29.121999999999996,13.972999999999999,0.16031662078868517
894,10,1000,5000,40,1,50,29.236,14.079999999999998,0.16279686576897603
895,30,300,5000,40,1,50,12.07,7.411,0.17183981827365458
896,30,500,5000,40,1,50,28.445999999999998,15.657499999999999,0.16127374293239677
897,30,1000,5000,40,1,50,29.548000000000002,15.459499999999998,0.16149445838934534
898,50,300,5000,40,1,50,16.75,11.921,0.16256960732727374
899,50,500,5000,40,1,50,25.807999999999996,15.8175,0.16287856376183496
900,50,1000,5000,40,1,50,28.978000000000005,16.0285,0.16132181068457158
901,10,300,5000,40,1,75,14.475999999999999,9.119000000000002,0.16246422254637796
902,10,500,5000,40,1,75,30.242,15.269499999999999,0.16107615905835987
903,10,1000,5000,40,1,75,30.171999999999997,15.326,0.1649409859841415
904,30,300,5000,40,1,75,29.256000000000004,17.224500000000003,0.16142019699054985
905,30,500,5000,40,1,75,30.61,17.176,0.16628757007756223
906,30,1000,5000,40,1,75,30.630000000000003,17.111,0.16393928764281027
907,50,300,5000,40,1,75,26.464,17.677,0.16481539706537465
908,50,500,5000,40,1,75,29.346,17.965,0.16552126060290517
909,50,1000,5000,40,1,75,30.066000000000003,17.812,0.16476635227636152
910,10,300,5000,40,1,100,17.41,11.693499999999998,0.19228593324626952
911,10,500,5000,40,1,100,32.854,17.9205,0.1588852716981686
912,10,1000,5000,40,1,100,32.832,17.8365,0.16852298739180877
913,30,300,5000,40,1,100,14.268,10.499,0.2136530101289223
914,30,500,5000,40,1,100,32.426,19.906,0.1731870963430286
915,30,1000,5000,40,1,100,33.416000000000004,19.942500000000003,0.17705941541039724
916,50,300,5000,40,1,100,13.435999999999998,9.769,0.22211373972637619
917,50,500,5000,40,1,100,29.266000000000002,20.2835,0.1788684399695031
918,50,1000,5000,40,1,100,32.966,20.451000000000004,0.18039883096099368
919,10,300,5000,50,1,50,15.009999999999998,8.701,0.15287298500725904
920,10,500,5000,50,1,50,27.534000000000002,12.696000000000002,0.13470605569704552
921,10,1000,5000,50,1,50,27.682000000000002,12.849,0.1390441563676099
922,30,300,5000,50,1,50,26.451999999999998,14.247499999999999,0.13926512315082257
923,30,500,5000,50,1,50,28.060000000000002,14.128499999999999,0.14317165656748687
924,30,1000,5000,50,1,50,28.226000000000003,14.164499999999999,0.1432042376892314
925,50,300,5000,50,1,50,21.658,13.669500000000001,0.14076690630392302
926,50,500,5000,50,1,50,25.958000000000002,14.424999999999999,0.13851767089633127
927,50,1000,5000,50,1,50,27.424,14.5375,0.14021934715506285
928,10,300,5000,50,1,75,12.994,7.0535,0.14991042469349747
929,10,500,5000,50,1,75,28.754,14.2915,0.13947063816727853
930,10,1000,5000,50,1,75,28.793999999999997,14.191999999999998,0.14647798607833154
931,30,300,5000,50,1,75,27.66,15.928,0.14067564164359886
932,30,500,5000,50,1,75,29.477999999999998,15.9445,0.1434975773541799
933,30,1000,5000,50,1,75,29.270000000000003,15.606,0.1448613231333569
934,50,300,5000,50,1,75,24.338,15.75,0.15137581641282968
935,50,500,5000,50,1,75,27.752,16.5355,0.15265546869177454
936,50,1000,5000,50,1,75,28.764,16.2825,0.15183884960033614
937,10,300,5000,50,1,100,13.935999999999998,8.5925,0.1475541973719085
938,10,500,5000,50,1,100,30.598000000000003,15.253,0.1423814516970362
939,10,1000,5000,50,1,100,30.544,15.140499999999998,0.14519603565844597
940,30,300,5000,50,1,100,13.18,8.645,0.1511345926789399
941,30,500,5000,50,1,100,29.534,17.2055,0.14715731275610505
942,30,1000,5000,50,1,100,30.616,16.888,0.14986524402449
943,50,300,5000,50,1,100,22.988,16.357,0.15443195149236105
944,50,500,5000,50,1,100,29.09,17.8425,0.14979563586284647
945,50,1000,5000,50,1,100,30.578,17.611,0.14830107422304034
946,10,300,100,10,1,50,51.0,57.550000000000004,0.25160315167763125
947,10,500,100,10,1,50,55.89999999999999,59.72500000000001,0.25402284200378555
948,10,1000,100,10,1,50,57.099999999999994,59.199999999999996,0.2547101142175399
949,30,300,100,10,1,50,54.2,62.8,0.20429941793469453
950,30,500,100,10,1,50,59.400000000000006,63.3,0.21378026824532917
951,30,1000,100,10,1,50,59.400000000000006,63.3,0.21383505374473374
952,50,300,100,10,1,50,51.0,65.9,0.18806927981728683
953,50,500,100,10,1,50,55.400000000000006,69.27499999999999,0.17673397533509
954,50,1000,100,10,1,50,55.599999999999994,69.25,0.1773841854224295
955,10,300,100,10,1,75,53.800000000000004,59.575,0.22949380970123773
956,10,500,100,10,1,75,56.50000000000001,60.85,0.21580638529499555
957,10,1000,100,10,1,75,57.49999999999999,61.12499999999999,0.21825999130603468
958,30,300,100,10,1,75,54.50000000000001,61.775000000000006,0.2186228838535337
959,30,500,100,10,1,75,57.099999999999994,65.10000000000001,0.2092950453347052
960,30,1000,100,10,1,75,57.599999999999994,65.25000000000001,0.20193699239486532
961,50,300,100,10,1,75,50.7,68.625,0.1759530896154745
962,50,500,100,10,1,75,56.60000000000001,71.025,0.17818416075677318
963,50,1000,100,10,1,75,56.60000000000001,71.15,0.17829123993255372
964,10,300,100,10,1,100,56.10000000000001,63.9,0.2511167854179181
965,10,500,100,10,1,100,60.0,67.97500000000001,0.26146054898090776
966,10,1000,100,10,1,100,59.5,68.0,0.2747521012067545
967,30,300,100,10,1,100,61.6,68.89999999999999,0.22089170187403556
968,30,500,100,10,1,100,63.7,70.35,0.23993968527065557
969,30,1000,100,10,1,100,63.7,70.25,0.2397941955276679
970,50,300,100,10,1,100,54.900000000000006,67.225,0.20661235642449147
971,50,500,100,10,1,100,58.3,71.675,0.18867591823512248
972,50,1000,100,10,1,100,58.4,71.675,0.18869295689613938
973,10,300,100,20,1,50,44.00000000000001,53.849999999999994,0.16701968891227678
974,10,500,100,20,1,50,46.5,59.475,0.18289689554193286
975,10,1000,100,20,1,50,47.199999999999996,60.199999999999996,0.18334286476013656
976,30,300,100,20,1,50,46.1,61.224999999999994,0.15716685617274861
977,30,500,100,20,1,50,51.1,64.55,0.1602099032059576
978,30,1000,100,20,1,50,50.8,63.5,0.15557821365056995
979,50,300,100,20,1,50,45.199999999999996,67.575,0.13936362514586448
980,50,500,100,20,1,50,47.099999999999994,68.60000000000001,0.13638749660606422
981,50,1000,100,20,1,50,45.599999999999994,68.875,0.1433391533623249
982,10,300,100,20,1,75,47.300000000000004,58.8,0.18022110408501266
983,10,500,100,20,1,75,48.5,55.175,0.16069739322383858
984,10,1000,100,20,1,75,52.400000000000006,57.175,0.17692933176019437
985,30,300,100,20,1,75,46.900000000000006,58.275,0.14562935616017986
986,30,500,100,20,1,75,51.2,62.775000000000006,0.1535002944747106
987,30,1000,100,20,1,75,51.800000000000004,62.775000000000006,0.1550397682800842
988,50,300,100,20,1,75,47.800000000000004,67.05,0.12916220718501015
989,50,500,100,20,1,75,47.0,68.27499999999999,0.13927410581944538
990,50,1000,100,20,1,75,49.800000000000004,67.55,0.1355391042173245
991,10,300,100,20,1,100,49.5,58.15,0.1815174958751342
992,10,500,100,20,1,100,51.4,57.800000000000004,0.19171807597312698
993,10,1000,100,20,1,100,51.1,60.650000000000006,0.16250375637865944
994,30,300,100,20,1,100,51.2,59.80000000000001,0.1459155158737843
995,30,500,100,20,1,100,54.2,63.025,0.14654642671639076
996,30,1000,100,20,1,100,53.400000000000006,63.775000000000006,0.16211046817700733
997,50,300,100,20,1,100,47.9,62.87499999999999,0.13349452113026306
998,50,500,100,20,1,100,51.6,65.95,0.13624641760314626
999,50,1000,100,20,1,100,52.69999999999999,63.9,0.14444801776451435
1000,10,300,100,30,1,50,35.699999999999996,51.550000000000004,0.12837152797111184
1001,10,500,100,30,1,50,43.8,54.29999999999999,0.13414252801742402
1002,10,1000,100,30,1,50,43.89999999999999,54.6,0.13286362639584812
1003,30,300,100,30,1,50,39.300000000000004,58.224999999999994,0.12162073779794098
1004,30,500,100,30,1,50,44.5,59.72500000000001,0.12091441327829791
1005,30,1000,100,30,1,50,46.4,60.45,0.12360447544822475
1006,50,300,100,30,1,50,33.199999999999996,59.95,0.10935261172454389
1007,50,500,100,30,1,50,42.00000000000001,63.949999999999996,0.10835071405801468
1008,50,1000,100,30,1,50,43.49999999999999,63.975,0.11049339377210757
1009,10,300,100,30,1,75,43.0,52.449999999999996,0.12958717542856196
1010,10,500,100,30,1,75,45.4,54.474999999999994,0.13327094654351196
1011,10,1000,100,30,1,75,46.699999999999996,55.00000000000001,0.13071884240888387
1012,30,300,100,30,1,75,46.2,58.94999999999999,0.11566381878018556
1013,30,500,100,30,1,75,48.0,60.724999999999994,0.127430365626164
1014,30,1000,100,30,1,75,48.8,60.14999999999999,0.12495610841976118
1015,50,300,100,30,1,75,43.89999999999999,63.74999999999999,0.11618859108580253
1016,50,500,100,30,1,75,43.89999999999999,66.175,0.1111595707759617
1017,50,1000,100,30,1,75,44.1,62.64999999999999,0.1196904261943109
1018,10,300,100,30,1,100,43.3,54.35,0.1381147319460677
1019,10,500,100,30,1,100,46.900000000000006,57.35,0.1362786967851391
1020,10,1000,100,30,1,100,44.9,57.550000000000004,0.14168262432800444
1021,30,300,100,30,1,100,42.00000000000001,58.85,0.13135626556226448
1022,30,500,100,30,1,100,47.9,61.449999999999996,0.12994440138048322
1023,30,1000,100,30,1,100,49.9,61.74999999999999,0.12229622019110692
1024,50,300,100,30,1,100,41.900000000000006,64.55,0.10761970168126002
1025,50,500,100,30,1,100,43.89999999999999,65.25000000000001,0.11845329484565667
1026,50,1000,100,30,1,100,45.9,65.10000000000001,0.11588298753150192
1027,10,300,100,40,1,50,37.5,51.775000000000006,0.10206669162057598
1028,10,500,100,40,1,50,42.199999999999996,51.824999999999996,0.11503140964925332
1029,10,1000,100,40,1,50,41.8,53.7,0.1141173225508018
1030,30,300,100,40,1,50,39.300000000000004,53.625,0.09969645295552888
1031,30,500,100,40,1,50,45.300000000000004,60.45,0.10582891785326493
1032,30,1000,100,40,1,50,44.800000000000004,58.62499999999999,0.10437088837117915
1033,50,300,100,40,1,50,36.5,56.45,0.09506586441786649
1034,50,500,100,40,1,50,40.599999999999994,63.975,0.09618020539579698
1035,50,1000,100,40,1,50,41.1,63.475,0.096359995460719
1036,10,300,100,40,1,75,43.60000000000001,52.800000000000004,0.1108309516589506
1037,10,500,100,40,1,75,47.0,57.25,0.1143205670391095
1038,10,1000,100,40,1,75,47.0,56.224999999999994,0.11140127743283212
1039,30,300,100,40,1,75,43.4,56.25,0.10680241467843439
1040,30,500,100,40,1,75,50.0,62.85000000000001,0.10306941260046122
1041,30,1000,100,40,1,75,50.2,62.2,0.10399669410167407
1042,50,300,100,40,1,75,38.7,56.39999999999999,0.10479299471299759
1043,50,500,100,40,1,75,46.900000000000006,64.75,0.09575943750163439
1044,50,1000,100,40,1,75,46.6,64.775,0.09722884354139974
1045,10,300,100,40,1,100,41.6,53.825,0.11039348504317031
1046,10,500,100,40,1,100,43.60000000000001,52.825,0.12318321276140666
1047,10,1000,100,40,1,100,49.3,59.175,0.12429798295558953
1048,30,300,100,40,1,100,42.800000000000004,58.724999999999994,0.10380252757535138
1049,30,500,100,40,1,100,49.7,61.9,0.11158487648185463
1050,30,1000,100,40,1,100,50.2,62.275000000000006,0.1034813981857856
1051,50,300,100,40,1,100,44.400000000000006,65.425,0.09339357104685696
1052,50,500,100,40,1,100,46.3,66.5,0.10494285869340038
1053,50,1000,100,40,1,100,47.0,65.47500000000001,0.0980854079014574
1054,10,300,100,50,1,50,35.8,49.375,0.10241932585469256
1055,10,500,100,50,1,50,40.5,51.324999999999996,0.10270323407994877
1056,10,1000,100,50,1,50,39.1,50.55,0.10534435584043891
1057,30,300,100,50,1,50,34.7,53.325,0.096884636826682
1058,30,500,100,50,1,50,43.3,58.475,0.09262716258762764
1059,30,1000,100,50,1,50,44.1,59.02499999999999,0.09837846779844166
1060,50,300,100,50,1,50,33.1,54.825,0.09758340171273204
1061,50,500,100,50,1,50,37.8,62.64999999999999,0.087383523609796
1062,50,1000,100,50,1,50,37.3,62.975,0.09114363884308925
1063,10,300,100,50,1,75,37.5,50.525,0.09764810554387428
1064,10,500,100,50,1,75,40.5,54.825,0.09380166847522418
1065,10,1000,100,50,1,75,46.3,53.075,0.10341894792202172
1066,30,300,100,50,1,75,39.0,56.725,0.08899570609458533
1067,30,500,100,50,1,75,48.2,59.22500000000001,0.0987313364208322
1068,30,1000,100,50,1,75,46.900000000000006,58.724999999999994,0.09794709553664503
1069,50,300,100,50,1,75,35.5,52.0,0.09447754081693806
1070,50,500,100,50,1,75,44.1,63.525,0.09279697429114647
1071,50,1000,100,50,1,75,42.6,64.07499999999999,0.09122178605792852
1072,10,300,100,50,1,100,39.2,52.15,0.10441334080852482
1073,10,500,100,50,1,100,41.6,51.775000000000006,0.10515744640803107
1074,10,1000,100,50,1,100,43.099999999999994,51.0,0.11322297216191024
1075,30,300,100,50,1,100,35.0,53.625,0.09363232998726402
1076,30,500,100,50,1,100,44.2,58.75,0.0931384980055128
1077,30,1000,100,50,1,100,45.9,57.400000000000006,0.09365678744168084
1078,50,300,100,50,1,100,35.8,56.375,0.09262327337607984
1079,50,500,100,50,1,100,41.0,61.849999999999994,0.09196524478468443
1080,50,1000,100,50,1,100,42.5,62.35000000000001,0.09074459478089174
1081,10,300,250,10,1,50,49.519999999999996,49.29,0.269710697008288
1082,10,500,250,10,1,50,51.04,49.84,0.2721002363576141
1083,10,1000,250,10,1,50,51.2,50.05,0.26281716860881776
1084,30,300,250,10,1,50,53.16,54.32,0.2533688665613055
1085,30,500,250,10,1,50,53.959999999999994,54.18999999999999,0.26364974103863353
1086,30,1000,250,10,1,50,53.52,53.970000000000006,0.2621652106314461
1087,50,300,250,10,1,50,50.03999999999999,54.66,0.22882653667746372
1088,50,500,250,10,1,50,50.44,54.42,0.2356508010533126
1089,50,1000,250,10,1,50,50.239999999999995,54.44,0.23579755826577886
1090,10,300,250,10,1,75,49.88,46.43,0.26820497195016507
1091,10,500,250,10,1,75,51.44,47.36,0.26825727003799377
1092,10,1000,250,10,1,75,51.760000000000005,48.37,0.2656104775062604
1093,30,300,250,10,1,75,51.64,50.75999999999999,0.2406582875698275
1094,30,500,250,10,1,75,52.800000000000004,51.83,0.25239688309663505
1095,30,1000,250,10,1,75,53.839999999999996,52.03,0.25776788753062907
1096,50,300,250,10,1,75,50.03999999999999,53.300000000000004,0.2061644383330278
1097,50,500,250,10,1,75,51.6,54.370000000000005,0.2175749256784377
1098,50,1000,250,10,1,75,51.47999999999999,54.169999999999995,0.21767826840928695
1099,10,300,250,10,1,100,52.239999999999995,50.79,0.27059567640700805
1100,10,500,250,10,1,100,55.04,53.61,0.2841664543934793
1101,10,1000,250,10,1,100,55.51999999999999,53.61,0.2853121005086583
1102,30,300,250,10,1,100,55.36,57.84,0.27684322953165885
1103,30,500,250,10,1,100,55.84,58.33999999999999,0.27229705637072527
1104,30,1000,250,10,1,100,55.64,58.419999999999995,0.2800904830097497
1105,50,300,250,10,1,100,52.92,58.160000000000004,0.23033992964546798
1106,50,500,250,10,1,100,53.64,59.349999999999994,0.22991531349671304
1107,50,1000,250,10,1,100,53.959999999999994,59.260000000000005,0.23233007017567056
1108,10,300,250,20,1,50,38.800000000000004,35.089999999999996,0.16582974919042598
1109,10,500,250,20,1,50,40.199999999999996,38.21,0.17032870293616656
1110,10,1000,250,20,1,50,41.28,38.3,0.18160395494756737
1111,30,300,250,20,1,50,42.00000000000001,41.669999999999995,0.15113698873984335
1112,30,500,250,20,1,50,40.839999999999996,43.66,0.16520888842677423
1113,30,1000,250,20,1,50,42.480000000000004,42.169999999999995,0.16138358926409613
1114,50,300,250,20,1,50,39.48,43.26,0.13948331757765478
1115,50,500,250,20,1,50,40.199999999999996,44.88,0.14984303188036152
1116,50,1000,250,20,1,50,40.72,45.23,0.1523144663466118
1117,10,300,250,20,1,75,42.400000000000006,39.74,0.1850380163158166
1118,10,500,250,20,1,75,44.56,43.33,0.19409719584085391
1119,10,1000,250,20,1,75,46.28,44.080000000000005,0.1963846190008301
1120,30,300,250,20,1,75,45.0,46.39,0.17483719600290573
1121,30,500,250,20,1,75,46.28,45.38,0.17278702348149175
1122,30,1000,250,20,1,75,47.08,47.199999999999996,0.18116676926485856
1123,50,300,250,20,1,75,44.76,47.61,0.16879304633584002
1124,50,500,250,20,1,75,44.800000000000004,48.06,0.1694094854358541
1125,50,1000,250,20,1,75,45.32,48.17,0.16474193839162068
1126,10,300,250,20,1,100,46.88,44.77,0.1891542574030638
1127,10,500,250,20,1,100,49.88,43.58,0.18661284881445966
1128,10,1000,250,20,1,100,47.160000000000004,44.39,0.19446589602537503
1129,30,300,250,20,1,100,47.32,46.63,0.17895240251078184
1130,30,500,250,20,1,100,49.32,48.0,0.1783341051504139
1131,30,1000,250,20,1,100,48.440000000000005,46.34,0.1812120111711313
1132,50,300,250,20,1,100,45.919999999999995,48.03,0.16964682999733016
1133,50,500,250,20,1,100,48.8,50.2,0.17218641936276344
1134,50,1000,250,20,1,100,48.36,50.46000000000001,0.17211713097068393
1135,10,300,250,30,1,50,35.8,33.730000000000004,0.14526794290613895
1136,10,500,250,30,1,50,37.56,34.550000000000004,0.1498685648411476
1137,10,1000,250,30,1,50,38.76,34.35,0.154112605766123
1138,30,300,250,30,1,50,37.4,37.99,0.13357909244183225
1139,30,500,250,30,1,50,38.92,40.67999999999999,0.13730925568074076
1140,30,1000,250,30,1,50,40.32,39.82,0.13603098631484936
1141,50,300,250,30,1,50,37.0,39.65,0.13040500121882162
1142,50,500,250,30,1,50,38.12,43.28,0.12975354015715004
1143,50,1000,250,30,1,50,38.56,42.36,0.13555647773850726
1144,10,300,250,30,1,75,37.4,34.57,0.13196223706394591
1145,10,500,250,30,1,75,38.279999999999994,35.199999999999996,0.15225559563757385
1146,10,1000,250,30,1,75,41.04,38.519999999999996,0.15593557910742809
1147,30,300,250,30,1,75,39.800000000000004,39.900000000000006,0.1264711758993746
1148,30,500,250,30,1,75,41.4,40.99,0.14280679222669887
1149,30,1000,250,30,1,75,41.68,41.97,0.1432200451901388
1150,50,300,250,30,1,75,38.2,39.69,0.11487692819000352
1151,50,500,250,30,1,75,41.92,43.69,0.1343632201251348
1152,50,1000,250,30,1,75,41.04,44.76,0.13795512714583066
1153,10,300,250,30,1,100,40.160000000000004,35.6,0.14069531565149987
1154,10,500,250,30,1,100,40.64,38.09,0.15039601729666044
1155,10,1000,250,30,1,100,42.199999999999996,37.5,0.15574787066373805
1156,30,300,250,30,1,100,39.76,39.43,0.13156860802704148
1157,30,500,250,30,1,100,42.64,41.28999999999999,0.14438655363019082
1158,30,1000,250,30,1,100,43.56,42.699999999999996,0.1489191696218675
1159,50,300,250,30,1,100,39.839999999999996,43.71000000000001,0.12437999872562115
1160,50,500,250,30,1,100,41.52,44.87,0.13479288463746836
1161,50,1000,250,30,1,100,41.64,44.83,0.13994776833466643
1162,10,300,250,40,1,50,33.239999999999995,29.98,0.12136998459386332
1163,10,500,250,40,1,50,35.96,30.8,0.12826961459057357
1164,10,1000,250,40,1,50,37.120000000000005,34.239999999999995,0.12967093651134887
1165,30,300,250,40,1,50,35.32,36.35,0.11354679042067571
1166,30,500,250,40,1,50,38.72,37.11,0.11967538897944334
1167,30,1000,250,40,1,50,37.6,38.93,0.11803262377442061
1168,50,300,250,40,1,50,35.32,40.22,0.11538866177536529
1169,50,500,250,40,1,50,35.839999999999996,41.02,0.10920184956226903
1170,50,1000,250,40,1,50,36.480000000000004,40.76,0.11139417448766416
1171,10,300,250,40,1,75,35.0,33.95,0.0962782996160126
1172,10,500,250,40,1,75,38.36,36.83,0.13313912138217
1173,10,1000,250,40,1,75,38.92,37.35,0.1306656289567895
1174,30,300,250,40,1,75,38.12,38.36,0.12038679792363194
1175,30,500,250,40,1,75,39.4,40.5,0.12326440421893096
1176,30,1000,250,40,1,75,39.800000000000004,41.03,0.12510868067395037
1177,50,300,250,40,1,75,38.239999999999995,40.87,0.11706331023558811
1178,50,500,250,40,1,75,38.6,42.56999999999999,0.11788032428286982
1179,50,1000,250,40,1,75,38.68,43.769999999999996,0.11537374377200021
1180,10,300,250,40,1,100,37.56,34.67,0.12588649561933057
1181,10,500,250,40,1,100,40.44,35.809999999999995,0.13010103874258375
1182,10,1000,250,40,1,100,39.800000000000004,35.6,0.13427992686190332
1183,30,300,250,40,1,100,36.92,36.35,0.1148518290817597
1184,30,500,250,40,1,100,40.76,38.93,0.12052065502242902
1185,30,1000,250,40,1,100,40.800000000000004,40.27,0.1196448017932568
1186,50,300,250,40,1,100,35.64,38.730000000000004,0.10927141900262874
1187,50,500,250,40,1,100,38.08,40.83,0.11313380712761296
1188,50,1000,250,40,1,100,39.44,42.25,0.1181793754618725
1189,10,300,250,50,1,50,34.0,30.830000000000002,0.11079490753597328
1190,10,500,250,50,1,50,36.56,32.57,0.10916170658953886
1191,10,1000,250,50,1,50,36.4,34.38,0.1151118548832071
1192,30,300,250,50,1,50,34.12,33.21,0.07282717072253346
1193,30,500,250,50,1,50,38.76,38.6,0.10290099328532802
1194,30,1000,250,50,1,50,37.160000000000004,37.78,0.10496005184049839
1195,50,300,250,50,1,50,36.24,38.54,0.10159522317244701
1196,50,500,250,50,1,50,36.88,40.25,0.10495462934382135
1197,50,1000,250,50,1,50,37.36000000000001,40.77,0.10001580039190894
1198,10,300,250,50,1,75,35.96,30.75,0.1119905315334725
1199,10,500,250,50,1,75,37.08,30.64,0.11286752710551133
1200,10,1000,250,50,1,75,36.64,33.379999999999995,0.11212986893555386
1201,30,300,250,50,1,75,35.760000000000005,34.25,0.10053059720531415
1202,30,500,250,50,1,75,37.92,35.97,0.10416074731578592
1203,30,1000,250,50,1,75,38.12,37.15,0.10195790716761104
1204,50,300,250,50,1,75,33.12,35.56,0.07704184927293867
1205,50,500,250,50,1,75,36.84,39.449999999999996,0.1037138587806666
1206,50,1000,250,50,1,75,37.2,40.67,0.09963437277168152
1207,10,300,250,50,1,100,38.92,32.85,0.10548771700665516
1208,10,500,250,50,1,100,39.4,35.83,0.11797926010463265
1209,10,1000,250,50,1,100,40.36,36.28,0.12705683092925027
1210,30,300,250,50,1,100,38.08,36.34,0.10775001110199016
1211,30,500,250,50,1,100,40.519999999999996,38.12,0.11158734788052943
1212,30,1000,250,50,1,100,40.67999999999999,39.900000000000006,0.10951728208741877
1213,50,300,250,50,1,100,38.6,39.1,0.09841960707808722
1214,50,500,250,50,1,100,41.559999999999995,41.61,0.10798140226279265
1215,50,1000,250,50,1,100,39.96,41.99,0.1065939014101533
1216,10,300,500,10,1,50,48.0,40.739999999999995,0.3055398861637113
1217,10,500,500,10,1,50,48.98,42.175000000000004,0.3361603505589802
1218,10,1000,500,10,1,50,49.160000000000004,42.21,0.3418631266734293
1219,30,300,500,10,1,50,47.93999999999999,45.42,0.2955084375203119
1220,30,500,500,10,1,50,48.8,45.56,0.3049094218361761
1221,30,1000,500,10,1,50,48.8,45.45,0.30598035770028087
1222,50,300,500,10,1,50,46.699999999999996,45.415,0.2899744088015622
1223,50,500,500,10,1,50,50.540000000000006,46.07,0.30001680953241283
1224,50,1000,500,10,1,50,50.4,46.295,0.30962194398433673
1225,10,300,500,10,1,75,48.019999999999996,40.935,0.28341076263886783
1226,10,500,500,10,1,75,48.98,42.675000000000004,0.2843316086550879
1227,10,1000,500,10,1,75,49.3,43.735,0.2886292055388967
1228,30,300,500,10,1,75,48.78,45.845,0.27456172865871453
1229,30,500,500,10,1,75,49.6,45.434999999999995,0.2863055037767433
1230,30,1000,500,10,1,75,49.9,45.525000000000006,0.28098382136633926
1231,50,300,500,10,1,75,45.4,45.985,0.2709087353053194
1232,50,500,500,10,1,75,48.22,47.93,0.26501542595697636
1233,50,1000,500,10,1,75,48.9,47.655,0.26533028180951507
1234,10,300,500,10,1,100,51.559999999999995,45.155,0.296605729152882
1235,10,500,500,10,1,100,53.28000000000001,46.94,0.30243034923799117
1236,10,1000,500,10,1,100,53.54,48.405,0.31730612067381697
1237,30,300,500,10,1,100,51.34000000000001,51.09,0.30050189051130205
1238,30,500,500,10,1,100,53.44,51.515,0.3095607970182455
1239,30,1000,500,10,1,100,53.28000000000001,51.475,0.31200379699790926
1240,50,300,500,10,1,100,50.38,52.93,0.28822116668880515
1241,50,500,500,10,1,100,52.76,53.565,0.3113696113318126
1242,50,1000,500,10,1,100,52.67999999999999,53.44,0.31429849655325787
1243,10,300,500,20,1,50,38.66,31.074999999999996,0.1855903480409897
1244,10,500,500,20,1,50,39.540000000000006,31.490000000000002,0.19066019750406205
1245,10,1000,500,20,1,50,40.42,31.484999999999996,0.20202586060445235
1246,30,300,500,20,1,50,39.2,33.965,0.1818761241350459
1247,30,500,500,20,1,50,41.5,34.62,0.20610837638521481
1248,30,1000,500,20,1,50,40.160000000000004,34.305,0.19137948631785556
1249,50,300,500,20,1,50,37.08,35.555,0.19011878650680328
