,perplexity,n_iter,n_samples,n_features,avg_common_neighbors10,avg_common_neighbors40,std_ratios
436,30,300,500,40,87.12,71.56,0.0034510751214682266
437,30,500,500,40,92.5,90.05000000000001,0.002442764529983936
438,30,1000,500,40,92.69999999999999,94.60000000000001,0.0019213049958334877
439,50,300,500,40,88.1,75.66499999999999,0.004225512218691238
440,50,500,500,40,87.08,88.305,0.006315617964574739
441,50,1000,500,40,86.16,87.665,0.007465008920658119
442,10,300,500,50,95.02000000000001,70.94500000000001,0.0037959192924861456
443,10,500,500,50,94.76,73.57000000000001,0.003596792777744954
444,10,1000,500,50,93.96000000000001,73.125,0.0034718720200471657
445,30,300,500,50,76.26,68.30000000000001,0.004342937550019216
446,30,500,500,50,92.24,88.96499999999999,0.0024695073728390306
447,30,1000,500,50,92.6,94.28,0.00202009515350197
448,50,300,500,50,88.66,78.335,0.003947650472307019
449,50,500,500,50,86.67999999999999,88.32000000000001,0.00603065072606422
450,50,1000,500,50,86.08,87.72,0.007960905510860941
451,10,300,750,10,95.52,69.75666666666666,0.0030806819371792483
452,10,500,750,10,94.93333333333334,69.83,0.0030222823235944423
453,10,1000,750,10,94.13333333333334,70.12666666666667,0.002830869092675286
454,30,300,750,10,95.32000000000001,93.97666666666666,0.0020460163771878494
455,30,500,750,10,95.21333333333332,95.10666666666667,0.0018716919400629767
456,30,1000,750,10,94.84,95.40333333333334,0.0016432291807924574
457,50,300,750,10,82.01333333333332,75.27666666666667,0.0036615868312169933
458,50,500,750,10,90.78666666666668,90.05000000000001,0.0019416641441728872
459,50,1000,750,10,89.39999999999999,92.93666666666667,0.0015435764117459308
460,10,300,750,20,95.53333333333333,73.51333333333334,0.0028410258701100106
461,10,500,750,20,95.49333333333333,81.06333333333333,0.0026226964499103987
462,10,1000,750,20,95.37333333333333,81.68666666666667,0.002467798083457763
463,30,300,750,20,95.14666666666668,79.66333333333333,0.0023180165577327346
464,30,500,750,20,93.82666666666667,92.34666666666668,0.0021625124256306988
465,30,1000,750,20,94.34666666666666,93.20333333333333,0.0018881767015410803
466,50,300,750,20,85.86666666666666,80.06,0.0027671338811831015
467,50,500,750,20,91.01333333333332,89.81666666666668,0.00180132184730671
468,50,1000,750,20,90.06666666666666,94.95333333333333,0.0013557813577376083
469,10,300,750,30,95.36,72.83000000000001,0.0029298804727763113
470,10,500,750,30,95.19999999999999,78.24,0.0027282298390995784
471,10,1000,750,30,94.64,77.52333333333333,0.0025909939780181814
472,30,300,750,30,94.98666666666666,81.60000000000001,0.0022502126309190485
473,30,500,750,30,94.09333333333333,86.48333333333333,0.0023281537017240507
474,30,1000,750,30,93.04,92.88666666666666,0.001841946161022202
475,50,300,750,30,88.10666666666667,78.47000000000001,0.002843530765553155
476,50,500,750,30,91.33333333333333,90.84,0.001768887506029683
477,50,1000,750,30,90.37333333333333,95.00666666666667,0.001284236135213189
478,10,300,750,40,95.50666666666666,69.55666666666667,0.0030802617229449113
479,10,500,750,40,94.77333333333334,67.29,0.0032608219615245636
480,10,1000,750,40,94.66666666666667,72.83000000000001,0.0029530502765538727
481,30,300,750,40,95.24,82.04666666666667,0.002300686823073251
482,30,500,750,40,94.14666666666666,89.78666666666668,0.002181376278652429
483,30,1000,750,40,94.19999999999999,93.6,0.0018461850242206662
484,50,300,750,40,81.06666666666668,74.05999999999999,0.003309362175525469
485,50,500,750,40,91.18666666666667,90.03333333333335,0.0017847459865794229
486,50,1000,750,40,90.50666666666667,95.08666666666666,0.0013001344705557524
487,10,300,750,50,95.25333333333334,67.93666666666667,0.0028940738675429143
488,10,500,750,50,95.24,83.66,0.0024856706834972004
489,10,1000,750,50,94.88,83.14333333333333,0.0023799089315551672
490,30,300,750,50,94.93333333333334,87.32333333333332,0.0021606201210028417
491,30,500,750,50,94.62666666666667,93.27,0.001951257456520524
492,30,1000,750,50,94.85333333333334,95.02000000000001,0.001800441635039434
493,50,300,750,50,87.29333333333334,78.15,0.0025093090023005533
494,50,500,750,50,91.22666666666667,91.43666666666667,0.0017136844791062146
495,50,1000,750,50,90.54666666666667,95.14666666666668,0.0012547839023588747
496,10,300,1000,10,95.16,70.08,0.0023783367286082952
497,10,500,1000,10,95.07999999999998,76.7425,0.0022011931657206674
498,10,1000,1000,10,94.91,81.2675,0.0021754851049142743
499,30,300,1000,10,95.03,98.005,0.0017186272003117265
500,30,500,1000,10,95.63000000000001,96.67999999999999,0.0016849328452501293
501,30,1000,1000,10,95.18,94.9875,0.0016121627774974584
502,50,300,1000,10,95.15,97.065,0.001414872676605366
503,50,500,1000,10,94.87,97.3075,0.0011213964036134887
504,50,1000,1000,10,93.56,96.1875,0.0010851438960201257
505,10,300,1000,20,95.48,66.07499999999999,0.0025842559211353266
506,10,500,1000,20,94.99000000000001,69.18249999999999,0.002464155757199629
507,10,1000,1000,20,94.04,67.32000000000001,0.0024794984556298382
508,30,300,1000,20,95.22999999999999,97.6875,0.0016520413486752817
509,30,500,1000,20,95.17,96.4325,0.0014691145552865456
510,30,1000,1000,20,95.22,97.18500000000002,0.0011906319009098516
511,50,300,1000,20,95.03,90.4925,0.001516874724044314
512,50,500,1000,20,93.11999999999999,95.7025,0.0013424035155294592
513,50,1000,1000,20,93.39999999999999,95.9825,0.00114251849771549
514,10,300,1000,30,95.24,62.29,0.0026063870881660087
515,10,500,1000,30,94.97,67.685,0.0023725484790349713
516,10,1000,1000,30,94.27,71.4375,0.002392131290904707
517,30,300,1000,30,95.37,97.955,0.0017056037409574612
518,30,500,1000,30,95.72,96.85249999999999,0.0016178496783052847
519,30,1000,1000,30,95.34,94.9975,0.001630068710718078
520,50,300,1000,30,94.80000000000001,91.06500000000001,0.0014036324596902949
521,50,500,1000,30,94.14,96.00750000000001,0.001295963735820355
522,50,1000,1000,30,93.67000000000002,96.17999999999999,0.001096567366290669
523,10,300,1000,40,95.81,72.00999999999999,0.0023424701734823298
524,10,500,1000,40,95.53,74.91499999999999,0.002158722895877137
525,10,1000,1000,40,95.13999999999999,82.42749999999998,0.0018665904263201183
526,30,300,1000,40,95.46,96.7275,0.0017378333958849674
527,30,500,1000,40,95.49,96.9525,0.0015283088664691385
528,30,1000,1000,40,95.07999999999998,95.4425,0.001488612036614613
529,50,300,1000,40,94.74000000000001,87.0975,0.0016047749421083505
530,50,500,1000,40,93.24,92.85249999999999,0.0014878944711169387
531,50,1000,1000,40,93.39999999999999,95.625,0.0012544892702419557
532,10,300,1000,50,95.49,68.755,0.0023687684247173067
533,10,500,1000,50,95.06,73.6275,0.0022637956089026803
534,10,1000,1000,50,95.13999999999999,89.89750000000001,0.0018989303752546328
535,30,300,1000,50,95.53,94.96,0.001776526292277452
536,30,500,1000,50,95.5,96.995,0.0014931124487759222
537,30,1000,1000,50,94.98,95.6325,0.001379649182877251
538,50,300,1000,50,94.13,76.8125,0.0017174935320987024
539,50,500,1000,50,93.10000000000001,93.6,0.001453189741334338
540,50,1000,1000,50,93.19000000000001,95.49499999999999,0.001207022223225617
541,10,300,2500,10,95.48,74.208,0.0012913976779802157
542,10,500,2500,10,95.188,81.716,0.0011847566436323628
543,10,1000,2500,10,95.22,83.887,0.0011435552960178319
544,30,300,2500,10,95.31599999999999,96.691,0.0010259481614175911
545,30,500,2500,10,95.41199999999999,97.121,0.0009280977426988932
546,30,1000,2500,10,95.404,96.03699999999999,0.0008550332851469837
547,50,300,2500,10,95.192,96.618,0.0010044183942027765
548,50,500,2500,10,95.10400000000001,96.54700000000001,0.0009858459848008433
549,50,1000,2500,10,95.10400000000001,95.8,0.0009655652675790063
550,10,300,2500,20,94.916,73.11,0.0012877907969041228
551,10,500,2500,20,95.52400000000002,80.101,0.0011933155069505281
552,10,1000,2500,20,95.208,79.763,0.001217771176325314
553,30,300,2500,20,95.34800000000001,92.38899999999998,0.0011427464981726622
554,30,500,2500,20,95.55999999999999,96.74099999999999,0.0010387582880038101
555,30,1000,2500,20,95.464,96.006,0.0008846063330868525
556,50,300,2500,20,95.15599999999999,96.93400000000001,0.0009450834695633294
557,50,500,2500,20,95.184,96.69399999999999,0.0009462815074519296
558,50,1000,2500,20,94.82,95.89800000000001,0.000941104756041581
559,10,300,2500,30,93.812,66.31400000000001,0.0013858842967347375
560,10,500,2500,30,95.128,76.535,0.0013585306191583777
561,10,1000,2500,30,95.012,95.71799999999999,0.0012415356908871522
562,30,300,2500,30,95.248,93.348,0.0010913745866733035
563,30,500,2500,30,95.544,94.321,0.0009913610000338768
564,30,1000,2500,30,95.704,96.742,0.0008393912970403526
565,50,300,2500,30,95.07600000000001,96.72599999999998,0.000981221794985129
566,50,500,2500,30,95.244,96.792,0.0009656090551522371
567,50,1000,2500,30,95.07600000000001,95.863,0.0009114385799848416
568,10,300,2500,40,95.41600000000001,67.817,0.0013029387077178008
569,10,500,2500,40,95.632,77.32900000000001,0.0011871825009826446
570,10,1000,2500,40,95.456,81.846,0.001052469602042252
571,30,300,2500,40,95.476,85.49799999999999,0.001228594967835397
572,30,500,2500,40,95.852,92.606,0.0011457376242233624
573,30,1000,2500,40,95.808,96.363,0.0007469394119120324
574,50,300,2500,40,95.41199999999999,96.48,0.001007530423499629
575,50,500,2500,40,95.39999999999999,96.652,0.0009547761480207244
576,50,1000,2500,40,94.612,95.982,0.0009457856128221766
577,10,300,2500,50,95.672,70.172,0.0013017067273437615
578,10,500,2500,50,95.30799999999999,74.447,0.0012642955811515623
579,10,1000,2500,50,95.31599999999999,75.634,0.001254332785714879
580,30,300,2500,50,95.456,84.456,0.001196249742060025
581,30,500,2500,50,95.632,96.527,0.0009493069467895661
582,30,1000,2500,50,95.55999999999999,95.013,0.0009365080030906806
583,50,300,2500,50,95.26400000000001,96.89500000000001,0.000990078713359049
584,50,500,2500,50,95.512,97.439,0.0008427511010304265
585,50,1000,2500,50,95.10400000000001,95.901,0.0009063621155555837
586,10,300,5000,10,93.016,69.004,0.0008621153512500471
587,10,500,5000,10,95.18599999999999,82.9575,0.0008357067331116355
588,10,1000,5000,10,95.016,94.744,0.0009354893447667376
589,30,300,5000,10,95.206,94.75899999999999,0.000637277196354858
590,30,500,5000,10,95.47000000000001,97.0655,0.0005557250176970193
591,30,1000,5000,10,95.536,97.2515,0.0005016990669434231
592,50,300,5000,10,95.016,97.631,0.0005810535383593995
593,50,500,5000,10,95.24,97.7945,0.0005198413238948385
594,50,1000,5000,10,95.268,97.431,0.0004722290621585457
595,10,300,5000,20,94.026,68.113,0.0008327759558986984
596,10,500,5000,20,95.224,87.4445,0.0007955773004899874
597,10,1000,5000,20,95.282,95.9165,0.0007579396578633686
598,30,300,5000,20,95.44,98.04299999999999,0.0005973810618428455
599,30,500,5000,20,95.818,98.01550000000002,0.0005827027775392625
600,30,1000,5000,20,95.75799999999998,97.28300000000002,0.0005217986211807718
601,50,300,5000,20,95.126,97.5765,0.000588714685445991
602,50,500,5000,20,95.31,97.54599999999999,0.0005890546599711276
603,50,1000,5000,20,95.45400000000001,96.74549999999999,0.000562529450706818
604,10,300,5000,30,93.984,70.1855,0.0008435776728337943
605,10,500,5000,30,95.38,78.017,0.0008303555049949399
606,10,1000,5000,30,95.276,93.331,0.0008320971312282205
607,30,300,5000,30,95.44,97.63550000000001,0.0005972712125527411
608,30,500,5000,30,95.734,96.7835,0.0006228754364784244
609,30,1000,5000,30,95.602,97.68,0.0008032924744659174
610,50,300,5000,30,95.16600000000001,95.358,0.0006293315231777821
611,50,500,5000,30,95.258,97.55,0.0005934595147384304
612,50,1000,5000,30,95.344,97.77,0.00038582930135355975
613,10,300,5000,40,94.51599999999999,71.197,0.0008105670500769236
614,10,500,5000,40,95.25,83.77399999999999,0.0007732058518579663
615,10,1000,5000,40,95.14799999999998,92.898,0.0008388288796180738
616,30,300,5000,40,95.43799999999999,93.343,0.0006618616970434206
617,30,500,5000,40,95.55799999999999,96.95899999999999,0.0006757609942598704
618,30,1000,5000,40,95.754,97.0305,0.0004950009381513191
619,50,300,5000,40,95.208,97.8885,0.0005530171736672005
620,50,500,5000,40,95.286,98.1955,0.00048125341655906833
621,50,1000,5000,40,95.30799999999999,97.20599999999999,0.00046615845851130227
622,10,300,5000,50,94.484,67.27199999999999,0.0008666420214003559
623,10,500,5000,50,95.302,74.571,0.000800895902176121
624,10,1000,5000,50,95.25200000000001,83.70100000000001,0.0006630902688280129
625,30,300,5000,50,95.48400000000001,97.3495,0.0006380156979903803
626,30,500,5000,50,95.7,97.254,0.0006041199225091748
627,30,1000,5000,50,95.744,97.825,0.0005969803458777763
628,50,300,5000,50,95.214,97.71050000000001,0.0005542130848277221
629,50,500,5000,50,95.40200000000002,98.06200000000001,0.000499686783982052
630,50,1000,5000,50,95.39999999999999,97.851,0.00042542279917389845
631,10,300,100,10,94.7,88.80000000000001,0.0063520881766864585
632,10,500,100,10,96.50000000000001,95.0,0.005033364302801262
633,10,1000,100,10,95.7,93.55,0.005192075230309376
634,30,300,100,10,82.89999999999999,96.05,0.005087599173379619
635,30,500,100,10,90.10000000000001,97.35,0.0033201867790076524
636,30,1000,100,10,94.39999999999999,97.7,0.002704801198498345
637,50,300,100,10,89.49999999999999,96.15,0.003582449375815608
638,50,500,100,10,86.6,96.35000000000001,0.004027959221611379
639,50,1000,100,10,87.10000000000001,96.37499999999999,0.004013403450759903
640,10,300,100,20,95.0,93.025,0.005167575705095578
641,10,500,100,20,95.1,97.39999999999999,0.004216768024063553
642,10,1000,100,20,95.0,94.675,0.004787327786963526
643,30,300,100,20,80.39999999999999,96.02499999999999,0.004607408306737801
644,30,500,100,20,94.7,97.475,0.002702763108104011
645,30,1000,100,20,94.0,97.625,0.0026701671650007125
646,50,300,100,20,81.60000000000001,95.25,0.00657891524014047
647,50,500,100,20,88.6,96.175,0.0035686284640150724
648,50,1000,100,20,88.5,96.1,0.0035045393195690068
649,10,300,100,30,96.1,95.67500000000001,0.004618945397061922
650,10,500,100,30,95.39999999999999,95.82499999999999,0.0045519206663116605
651,10,1000,100,30,95.89999999999999,97.27499999999999,0.00332060364581658
652,30,300,100,30,91.4,97.35,0.0028990751266675025
653,30,500,100,30,94.80000000000001,97.675,0.002746127531183608
654,30,1000,100,30,94.80000000000001,97.65,0.002784672688390342
655,50,300,100,30,85.39999999999999,95.725,0.0038308835903284903
656,50,500,100,30,76.4,94.825,0.00712693509645173
657,50,1000,100,30,85.9,96.2,0.0034670992114017676
658,10,300,100,40,95.8,97.52499999999999,0.0028119566008308057
659,10,500,100,40,97.30000000000001,99.14999999999999,0.0035622263060244488
660,10,1000,100,40,94.0,93.65,0.005689734412896511
661,30,300,100,40,90.10000000000001,97.17499999999998,0.00283435562979354
662,30,500,100,40,94.7,97.72500000000001,0.002818733841997013
663,30,1000,100,40,75.6,93.69999999999999,0.015331795288488902
664,50,300,100,40,54.400000000000006,87.92500000000001,0.020326886465788615
665,50,500,100,40,88.00000000000001,96.25,0.003343349362142178
666,50,1000,100,40,87.3,96.35000000000001,0.0033516915179753995
667,10,300,100,50,94.39999999999999,88.77499999999999,0.004421805325448677
668,10,500,100,50,94.9,96.47500000000001,0.00428872982145383
669,10,1000,100,50,96.0,99.1,0.002654560837327358
670,30,300,100,50,90.8,97.37500000000001,0.002803292546035616
671,30,500,100,50,93.9,97.65,0.0028921042865228653
672,30,1000,100,50,94.19999999999999,97.75,0.0029195631580941146
673,50,300,100,50,85.7,95.95,0.003478967817578942
674,50,500,100,50,72.2,90.27499999999999,0.015947091281183982
675,50,1000,100,50,86.6,96.22500000000001,0.0033485807686317614
676,10,300,250,10,95.16,93.64000000000001,0.0037381857172059216
677,10,500,250,10,95.32000000000001,95.52,0.0031097356056858515
678,10,1000,250,10,94.88,94.64,0.0026781151190160618
679,30,300,250,10,91.36,90.56,0.0022479470690122097
680,30,500,250,10,89.44000000000001,96.35999999999999,0.0021576581836538784
681,30,1000,250,10,89.60000000000001,96.92,0.0020157076200262598
682,50,300,250,10,80.08,83.55,0.01402853475702381
683,50,500,250,10,80.67999999999999,84.13999999999999,0.020148792644222178
684,50,1000,250,10,81.44,85.71,0.014874662683097405
685,10,300,250,20,94.92,96.06,0.003275251038074197
686,10,500,250,20,95.28000000000002,97.88,0.0030540967995246688
687,10,1000,250,20,95.07999999999998,98.80000000000001,0.002305227838977479
688,30,300,250,20,88.24,74.07000000000001,0.006303967073512688
689,30,500,250,20,82.32,89.36,0.007219418258740075
690,30,1000,250,20,83.39999999999999,88.36,0.012740351262348832
691,50,300,250,20,79.44,83.63,0.013557289403263352
692,50,500,250,20,80.39999999999999,84.78,0.01749528634077743
693,50,1000,250,20,80.52,85.35000000000001,0.013367670196041079
694,10,300,250,30,96.08000000000001,93.76,0.0036754763856703832
695,10,500,250,30,95.92,98.88999999999999,0.0024427532166076036
696,10,1000,250,30,95.64,98.88,0.002274820267648442
697,30,300,250,30,85.68,79.08000000000001,0.005756186233094525
698,30,500,250,30,83.04,88.82999999999998,0.00930471124635873
699,30,1000,250,30,84.76000000000002,91.91,0.0064391062628434085
700,50,300,250,30,79.08000000000001,85.94,0.010901872898022484
701,50,500,250,30,80.67999999999999,84.89000000000001,0.014366378964495226
702,50,1000,250,30,80.39999999999999,84.87,0.012280336008599296
703,10,300,250,40,95.60000000000001,96.4,0.003887462528592653
704,10,500,250,40,95.32000000000001,98.49,0.0026492276761873857
705,10,1000,250,40,95.12,96.94,0.002117598880530641
706,30,300,250,40,89.28,75.41,0.005907116887204781
707,30,500,250,40,82.96,88.84,0.007067891506478119
708,30,1000,250,40,80.76,88.75999999999999,0.00902592247291149
709,50,300,250,40,80.04,85.74,0.010087839871532759
710,50,500,250,40,80.08,83.84,0.01504209138643451
711,50,1000,250,40,81.67999999999999,87.47999999999999,0.007759734746369468
712,10,300,250,50,95.32000000000001,95.38,0.00324784484518033
713,10,500,250,50,94.67999999999999,91.3,0.004550624121072645
714,10,1000,250,50,94.76,92.67,0.004533039844216226
715,30,300,250,50,87.75999999999999,73.4,0.006281895890183625
716,30,500,250,50,83.08,86.85000000000001,0.010663764218011379
717,30,1000,250,50,84.96000000000001,89.24,0.009186789487023977
718,50,300,250,50,78.4,82.61,0.009736277757935313
719,50,500,250,50,80.92,84.88,0.013290760763729382
720,50,1000,250,50,79.24,82.56,0.014692347695626577
721,10,300,500,10,95.58,78.075,0.0034580377471480996
722,10,500,500,10,95.38,91.645,0.002509352893909553
723,10,1000,500,10,95.16,93.84,0.0024945032032495573
724,30,300,500,10,93.96000000000001,74.185,0.003208292051832875
725,30,500,500,10,93.36,88.85,0.002405012932414664
726,30,1000,500,10,92.28,95.35,0.001618510032251632
727,50,300,500,10,91.3,84.915,0.003652603686996542
728,50,500,500,10,86.30000000000001,87.11,0.011172585158113662
729,50,1000,500,10,86.44000000000001,89.17500000000001,0.009377235837800596
730,10,300,500,20,95.3,69.10000000000001,0.0039123016903576694
731,10,500,500,20,94.17999999999999,69.84,0.003946541968195335
732,10,1000,500,20,94.04,73.235,0.003907853427191366
733,30,300,500,20,77.2,69.345,0.004291409805942853
734,30,500,500,20,92.04,87.56,0.002519983345666518
735,30,1000,500,20,91.24000000000001,92.375,0.002126735114732982
736,50,300,500,20,89.17999999999999,77.67,0.004074420145714704
737,50,500,500,20,86.72000000000001,88.59,0.008035054060549905
738,50,1000,500,20,86.16,87.53500000000001,0.009770720033149818
739,10,300,500,30,95.19999999999999,71.75,0.0037467282267665955
740,10,500,500,30,94.88,73.695,0.003747107922227025
741,10,1000,500,30,95.02000000000001,76.415,0.003593824265666827
742,30,300,500,30,78.22,66.16,0.004380634979461628
743,30,500,500,30,91.92,88.85,0.00259589308250837
744,30,1000,500,30,92.24,94.645,0.00191786677512469
745,50,300,500,30,91.4,84.64,0.0035734443833975015
746,50,500,500,30,87.28,89.58999999999999,0.008227470790849494
747,50,1000,500,30,86.44000000000001,89.3,0.00848884124345317
748,10,300,500,40,95.18,66.605,0.004273147031324477
749,10,500,500,40,93.80000000000001,67.57,0.0042598595658243825
750,10,1000,500,40,93.5,69.645,0.003904612354889856
751,30,300,500,40,78.38000000000001,66.045,0.004389679780305696
752,30,500,500,40,92.94,89.49000000000001,0.002484680126626643
753,30,1000,500,40,91.64,92.745,0.0021807098041238156
754,50,300,500,40,91.25999999999999,85.03,0.003497098992549249
755,50,500,500,40,85.82000000000001,86.80499999999999,0.007800954944312337
756,50,1000,500,40,86.1,88.795,0.007668728252813179
757,10,300,500,50,95.24,67.21000000000001,0.004205376557743348
758,10,500,500,50,94.58,69.935,0.004094600254162822
759,10,1000,500,50,93.97999999999999,71.52999999999999,0.0036347873521279613
760,30,300,500,50,80.39999999999999,72.28999999999999,0.0036199833033904324
761,30,500,500,50,91.88000000000001,87.835,0.0024859617542274965
762,30,1000,500,50,92.21999999999998,94.46,0.001987732183780906
763,50,300,500,50,90.96,85.03,0.003589675984802517
764,50,500,500,50,86.34,86.715,0.007726916364430775
765,50,1000,500,50,86.22,88.49000000000001,0.007781664246659494
766,10,300,750,10,95.05333333333333,67.21000000000001,0.0032017705977535216
767,10,500,750,10,95.17333333333333,81.69999999999999,0.002514054671229524
768,10,1000,750,10,95.05333333333333,84.47333333333333,0.0022724759381192094
769,30,300,750,10,95.21333333333332,91.31666666666666,0.0021741055260155995
770,30,500,750,10,95.29333333333334,94.74333333333334,0.002058969491916085
771,30,1000,750,10,94.33333333333334,93.32666666666667,0.0017792450326765108
772,50,300,750,10,85.30666666666666,72.81333333333333,0.0030901291607112855
773,50,500,750,10,91.02666666666666,91.46666666666667,0.0017697721155460389
774,50,1000,750,10,90.33333333333333,95.22333333333334,0.001299683375740651
775,10,300,750,20,95.32000000000001,66.64333333333333,0.003225272825454126
776,10,500,750,20,94.56,68.33,0.0031457126463127157
777,10,1000,750,20,93.84,68.08333333333334,0.0030838565548029296
778,30,300,750,20,94.97333333333333,84.68666666666668,0.0022076286869915215
779,30,500,750,20,94.39999999999999,93.29,0.0021290845694810624
780,30,1000,750,20,94.46666666666668,93.30999999999999,0.0018529398066802242
781,50,300,750,20,81.78666666666666,72.09333333333333,0.0034007464199746853
782,50,500,750,20,91.29333333333334,91.13,0.0017479437586622494
783,50,1000,750,20,90.19999999999999,95.20333333333333,0.001320184732767425
784,10,300,750,30,95.37333333333333,80.82666666666667,0.002588919450585654
785,10,500,750,30,95.49333333333333,87.66000000000001,0.0022689288958753816
786,10,1000,750,30,95.32000000000001,83.07666666666667,0.002303221703404401
787,30,300,750,30,95.07999999999998,80.48666666666668,0.002278472372643898
788,30,500,750,30,94.41333333333333,93.03333333333332,0.002107837894186272
789,30,1000,750,30,94.16,93.80000000000001,0.001796296770911585
790,50,300,750,30,86.35999999999999,78.8,0.0025708287205350386
791,50,500,750,30,91.06666666666668,90.98,0.001723419279168574
792,50,1000,750,30,89.86666666666666,94.74666666666666,0.001302419844856929
793,10,300,750,40,95.21333333333332,64.43666666666668,0.003313862951980965
794,10,500,750,40,94.62666666666667,68.34,0.0031543461583812588
795,10,1000,750,40,94.62666666666667,73.98,0.002633115517823141
796,30,300,750,40,94.98666666666666,80.23,0.0022799639680576313
797,30,500,750,40,94.44000000000001,92.37666666666667,0.0021287654202725172
798,30,1000,750,40,94.02666666666667,94.71666666666665,0.0017671204645063033
799,50,300,750,40,83.58666666666666,75.75,0.003009590197759608
800,50,500,750,40,90.65333333333334,91.19999999999999,0.0017208599593650945
801,50,1000,750,40,89.74666666666667,94.78666666666668,0.0012840405367430655
802,10,300,750,50,95.22666666666666,68.55666666666667,0.002924991620384808
803,10,500,750,50,94.89333333333333,68.71000000000001,0.00286069598259301
804,10,1000,750,50,94.06666666666666,69.02666666666667,0.003107598988881522
805,30,300,750,50,95.02666666666666,88.72666666666667,0.0020998186147217794
806,30,500,750,50,94.78666666666668,92.95,0.002031405397140678
807,30,1000,750,50,94.52000000000001,94.73,0.0018044606415438627
808,50,300,750,50,83.74666666666666,74.45,0.003328529312128225
809,50,500,750,50,90.82666666666667,91.11,0.0017585054124936916
810,50,1000,750,50,89.22666666666666,91.27666666666666,0.001786263315984506
811,10,300,1000,10,95.15,71.0,0.002446837674454379
812,10,500,1000,10,95.21000000000001,80.97,0.0020448090305101333
813,10,1000,1000,10,95.03,81.35999999999999,0.0019946060720392065
814,30,300,1000,10,95.02000000000001,97.60249999999999,0.0015448287194848346
815,30,500,1000,10,95.35,97.83500000000001,0.0013416416718775108
816,30,1000,1000,10,95.3,97.095,0.001284963498713133
817,50,300,1000,10,95.19,96.92500000000001,0.0011747695799166514
818,50,500,1000,10,94.23,98.2625,0.0009599321162813908
819,50,1000,1000,10,94.80000000000001,97.91499999999999,0.0008572158386987845
820,10,300,1000,20,95.42999999999999,69.2025,0.0024712686399627416
821,10,500,1000,20,95.39,77.2875,0.00235859399881362
822,10,1000,1000,20,95.0,80.06,0.0021530117112052083
823,30,300,1000,20,95.55999999999999,97.9675,0.0017117337619662852
824,30,500,1000,20,95.55,96.76,0.001676158438956942
825,30,1000,1000,20,95.22999999999999,94.97,0.0016334485289461998
826,50,300,1000,20,93.84,77.0475,0.001757393368173798
827,50,500,1000,20,93.72,93.13,0.001284690207448709
828,50,1000,1000,20,93.05999999999999,96.2125,0.001025361907153276
829,10,300,1000,30,95.28000000000002,77.835,0.0022347763491879515
830,10,500,1000,30,95.61,88.21749999999999,0.0020381345147478004
831,10,1000,1000,30,95.41999999999999,90.1475,0.0019559176583885643
832,30,300,1000,30,95.58,97.18,0.001759433272911835
833,30,500,1000,30,95.55,95.3775,0.0016593620337284937
834,30,1000,1000,30,94.89000000000001,93.3075,0.0016660757811982967
835,50,300,1000,30,95.45,91.855,0.0015812249004414582
836,50,500,1000,30,93.17999999999999,94.905,0.0013426964845497128
837,50,1000,1000,30,93.78999999999999,96.02000000000001,0.0011332055564523722
838,10,300,1000,40,95.39,69.02250000000001,0.0026037109505532407
839,10,500,1000,40,95.19999999999999,76.545,0.0021335721262939716
840,10,1000,1000,40,94.78999999999999,76.39,0.0021514255152585145
841,30,300,1000,40,95.45,97.0825,0.00168475791573855
842,30,500,1000,40,95.41000000000001,95.185,0.0015241027951165848
843,30,1000,1000,40,95.16,95.18,0.00155793059164506
844,50,300,1000,40,94.99000000000001,92.135,0.0015673824543192892
845,50,500,1000,40,93.49000000000001,95.6925,0.0013167471383122894
846,50,1000,1000,40,93.69999999999999,96.03999999999999,0.001113650696913678
847,10,300,1000,50,95.28000000000002,62.292500000000004,0.0027438777449110725
848,10,500,1000,50,95.02000000000001,65.44250000000001,0.0026223211317174424
849,10,1000,1000,50,94.41000000000001,67.89,0.002358605864727395
850,30,300,1000,50,95.39999999999999,97.86500000000001,0.001623024683532488
851,30,500,1000,50,95.64,96.845,0.001560969617229615
852,30,1000,1000,50,94.52000000000001,93.7475,0.0016222893496543112
853,50,300,1000,50,92.57,73.85,0.0019782746117586103
854,50,500,1000,50,92.94,93.2175,0.0015189946614910933
855,50,1000,1000,50,93.47,95.6475,0.0011882449449731297
856,10,300,2500,10,95.28000000000002,75.232,0.0011972728875002106
857,10,500,2500,10,95.39199999999998,87.448,0.0010299796531454163
858,10,1000,2500,10,95.34,97.237,0.0008898263971214323
859,30,300,2500,10,95.192,97.217,0.0010259365154651422
860,30,500,2500,10,95.672,97.026,0.0009844087295195019
861,30,1000,2500,10,95.53200000000001,95.743,0.0009903061837465313
862,50,300,2500,10,95.03999999999999,97.07700000000001,0.0009489547037147574
863,50,500,2500,10,95.12,96.828,0.0009498307570053189
864,50,1000,2500,10,94.79599999999999,95.906,0.000926650779788419
865,10,300,2500,20,94.89599999999999,71.313,0.0013222049949057177
866,10,500,2500,20,95.304,76.78399999999999,0.0012903433434751825
867,10,1000,2500,20,95.276,95.22999999999999,0.001370157359476624
868,30,300,2500,20,95.296,96.613,0.0010441119130549026
869,30,500,2500,20,95.744,96.265,0.0010205892643356303
