,perplexity,n_iter,n_samples,n_features,avg_common_neighbors10,avg_common_neighbors40,std_ratios
313,50,300,5000,50,13.335999999999999,6.45,0.05881562251142743
314,50,500,5000,50,23.764,11.5075,0.06050885799972136
315,50,1000,5000,50,29.112,12.062,0.06168905046507802
316,10,300,100,10,51.7,54.400000000000006,0.16974890032549472
317,10,500,100,10,55.300000000000004,54.425000000000004,0.18049132398715906
318,10,1000,100,10,55.7,55.95,0.18114011142584927
319,30,300,100,10,53.0,60.324999999999996,0.15995516035837395
320,30,500,100,10,56.8,63.425,0.16267866748476806
321,30,1000,100,10,56.699999999999996,63.4,0.16172854131476136
322,50,300,100,10,53.6,65.525,0.1595779795135534
323,50,500,100,10,54.1,66.325,0.15262754257562547
324,50,1000,100,10,54.699999999999996,66.425,0.15390040081354509
325,10,300,100,20,43.60000000000001,52.074999999999996,0.12274464859376771
326,10,500,100,20,46.4,52.800000000000004,0.11815779150031872
327,10,1000,100,20,49.00000000000001,53.425,0.11857017398286118
328,30,300,100,20,43.099999999999994,53.925,0.11191420785753091
329,30,500,100,20,50.3,55.574999999999996,0.11074251857745565
330,30,1000,100,20,50.3,56.39999999999999,0.11537421276139004
331,50,300,100,20,45.800000000000004,56.775,0.11732850985290456
332,50,500,100,20,47.5,59.475,0.11538503588821607
333,50,1000,100,20,45.49999999999999,60.375,0.11101424830828095
334,10,300,100,30,40.099999999999994,48.35,0.0961853700420815
335,10,500,100,30,45.49999999999999,49.625,0.09336086199264113
336,10,1000,100,30,48.1,51.800000000000004,0.09459452212243535
337,30,300,100,30,45.199999999999996,53.075,0.09169861321450527
338,30,500,100,30,48.2,53.225,0.09534549550864953
339,30,1000,100,30,48.9,52.925,0.08987077204409442
340,50,300,100,30,42.9,57.599999999999994,0.08833182280731389
341,50,500,100,30,45.7,57.05,0.09106553275591676
342,50,1000,100,30,44.1,58.099999999999994,0.08666235280277507
343,10,300,100,40,40.0,48.5,0.08854383658731575
344,10,500,100,40,44.699999999999996,50.975,0.08478156403521635
345,10,1000,100,40,44.5,49.325,0.08634053125240357
346,30,300,100,40,39.900000000000006,51.87500000000001,0.08318844299534231
347,30,500,100,40,46.4,54.1,0.08097165737510502
348,30,1000,100,40,45.099999999999994,52.6,0.08273882140618288
349,50,300,100,40,36.0,55.300000000000004,0.07188472067430296
350,50,500,100,40,41.3,57.95,0.07526825599154839
351,50,1000,100,40,41.1,56.55,0.07590236789757318
352,10,300,100,50,33.199999999999996,46.050000000000004,0.0734336952358572
353,10,500,100,50,40.300000000000004,48.3,0.07549724441409934
