,perplexity,n_iter,n_samples,n_features,n_classes,p_informative,avg_common_neighbors10,avg_common_neighbors40,std_ratios
394,10,1000,750,10,10,75,45.09333333333333,29.81333333333333,0.2958679738886021
395,50,300,750,10,10,75,45.0,33.89666666666667,0.2750795432176759
396,50,1000,750,10,10,75,44.69333333333333,34.05,0.27420046779682095
397,10,300,750,10,10,100,47.49333333333333,32.93666666666667,0.28821035260882016
398,10,1000,750,10,10,100,48.01333333333333,33.78333333333333,0.2932753542664175
399,50,300,750,10,10,100,47.160000000000004,36.92,0.2610410134908266
400,50,1000,750,10,10,100,47.28,36.903333333333336,0.2615040932621902
401,10,300,750,30,2,75,34.239999999999995,22.56666666666667,0.15274046324810028
402,10,1000,750,30,2,75,35.70666666666667,23.96333333333333,0.16331536406406252
403,50,300,750,30,2,75,29.146666666666665,26.463333333333335,0.1481914038786565
404,50,1000,750,30,2,75,35.160000000000004,27.333333333333332,0.15063089613421443
405,10,300,750,30,2,100,37.28,25.853333333333335,0.1644108628813893
406,10,1000,750,30,2,100,37.86666666666667,25.89666666666667,0.15968561480735224
407,50,300,750,30,2,100,31.880000000000003,27.746666666666663,0.13905069978680407
408,50,1000,750,30,2,100,38.06666666666666,29.470000000000002,0.15330862229642356
409,10,300,750,30,4,75,32.413333333333334,21.32,0.14232552842439525
410,10,1000,750,30,4,75,34.199999999999996,22.376666666666665,0.15854484922517162
411,50,300,750,30,4,75,26.506666666666668,22.94333333333333,0.13185629250680966
412,50,1000,750,30,4,75,34.973333333333336,25.803333333333335,0.14687091124617374
413,10,300,750,30,4,100,33.973333333333336,21.77,0.15788596635440783
414,10,1000,750,30,4,100,35.46666666666667,23.15,0.16718049500275683
415,50,300,750,30,4,100,28.853333333333335,24.983333333333334,0.14046952498761656
416,50,1000,750,30,4,100,36.68,26.38,0.15199273105354152
417,10,300,750,30,5,75,30.98666666666666,19.666666666666664,0.14763532829234152
418,10,1000,750,30,5,75,33.25333333333334,20.65,0.15597023870439466
419,50,300,750,30,5,75,24.21333333333333,20.67,0.13648670828958917
420,50,1000,750,30,5,75,32.440000000000005,23.953333333333333,0.14355475778062785
421,10,300,750,30,5,100,33.57333333333333,20.270000000000003,0.1500590558370287
422,10,1000,750,30,5,100,35.093333333333334,21.203333333333337,0.15516733269602634
423,50,300,750,30,5,100,28.08,22.72,0.13896447268276713
424,50,1000,750,30,5,100,35.46666666666667,25.21333333333333,0.1457788064377979
425,10,300,750,30,8,75,30.8,18.2,0.15305491392038822
426,10,1000,750,30,8,75,32.986666666666665,20.05333333333333,0.1569070670678741
427,50,300,750,30,8,75,23.693333333333335,19.99666666666667,0.13581197554773897
428,50,1000,750,30,8,75,32.96,23.630000000000003,0.14166624051394874
429,10,300,750,30,8,100,30.46666666666667,19.403333333333332,0.1590201162445796
430,10,1000,750,30,8,100,31.840000000000003,20.023333333333333,0.15968081819219057
431,50,300,750,30,8,100,22.973333333333336,19.21333333333333,0.13894677799784658
432,50,1000,750,30,8,100,30.77333333333333,23.75,0.14365783777962385
433,10,300,750,30,10,75,29.386666666666667,18.43,0.14848921363489942
434,10,1000,750,30,10,75,31.293333333333333,19.543333333333333,0.16185608986477068
435,50,300,750,30,10,75,23.759999999999998,20.176666666666666,0.1340475965887175
436,50,1000,750,30,10,75,30.2,23.210000000000004,0.1495112413497408
437,10,300,750,30,10,100,30.453333333333333,18.356666666666666,0.1548220754647059
438,10,1000,750,30,10,100,32.34666666666667,20.139999999999997,0.16675817874791765
439,50,300,750,30,10,100,23.32,19.986666666666668,0.14203569105035463
440,50,1000,750,30,10,100,32.46666666666667,23.54,0.14726095211323956
441,10,300,750,50,2,75,30.693333333333335,21.426666666666666,0.1232238411361849
442,10,1000,750,50,2,75,32.29333333333334,21.37,0.1271794096508351
443,50,300,750,50,2,75,24.21333333333333,22.25,0.10816747583764592
444,50,1000,750,50,2,75,30.77333333333333,24.953333333333333,0.11405480699959492
445,10,300,750,50,2,100,33.586666666666666,23.44,0.11998130313981197
446,10,1000,750,50,2,100,34.45333333333333,23.91,0.12984390091286718
447,50,300,750,50,2,100,27.240000000000002,23.743333333333332,0.11660541285658829
448,50,1000,750,50,2,100,34.89333333333333,26.673333333333332,0.11630331809456912
449,10,300,750,50,4,75,29.533333333333335,17.893333333333334,0.11443241473646612
450,10,1000,750,50,4,75,31.120000000000005,18.536666666666665,0.12193429870507248
451,50,300,750,50,4,75,22.893333333333334,18.916666666666664,0.1045145067788222
452,50,1000,750,50,4,75,28.986666666666665,22.7,0.11172477253255633
453,10,300,750,50,4,100,29.68,18.14,0.11647669658511803
454,10,1000,750,50,4,100,31.96,19.63,0.12630105040045114
455,50,300,750,50,4,100,23.226666666666667,18.763333333333335,0.11179607407592027
456,50,1000,750,50,4,100,31.013333333333332,22.45,0.11300585961461389
457,10,300,750,50,5,75,27.799999999999997,16.316666666666666,0.1122826073736187
458,10,1000,750,50,5,75,29.84,17.423333333333332,0.1143505374385348
459,50,300,750,50,5,75,20.78666666666667,18.153333333333332,0.10450084619689076
460,50,1000,750,50,5,75,28.439999999999998,21.35666666666667,0.10945288754264684
461,10,300,750,50,5,100,29.10666666666667,17.686666666666667,0.11283699570504105
462,10,1000,750,50,5,100,31.64,18.796666666666667,0.1205796831309904
463,50,300,750,50,5,100,23.266666666666666,19.003333333333334,0.1057324442780812
464,50,1000,750,50,5,100,30.493333333333332,22.139999999999997,0.11206693535367702
465,10,300,750,50,8,75,27.53333333333333,16.253333333333334,0.11514437043926322
466,10,1000,750,50,8,75,29.64,17.04,0.11715181410033429
467,50,300,750,50,8,75,21.000000000000004,18.523333333333333,0.10334392565867291
468,50,1000,750,50,8,75,25.0,20.49,0.10771316973110145
469,10,300,750,50,8,100,28.08,17.30333333333333,0.11663148770779479
470,10,1000,750,50,8,100,30.26666666666667,17.02,0.12348084841194872
471,50,300,750,50,8,100,21.826666666666668,18.046666666666667,0.10765901007962686
472,50,1000,750,50,8,100,26.253333333333334,20.453333333333333,0.10698765287652692
473,10,300,750,50,10,75,26.480000000000004,15.83,0.10165969951968869
474,10,1000,750,50,10,75,28.48,16.346666666666668,0.1180555602118197
475,50,300,750,50,10,75,19.093333333333334,16.09333333333333,0.10690597511573323
476,50,1000,750,50,10,75,23.026666666666667,19.18,0.1108978758154309
477,10,300,750,50,10,100,25.62666666666667,15.306666666666665,0.11205804686469621
478,10,1000,750,50,10,100,28.946666666666665,17.076666666666668,0.12645727372278073
479,50,300,750,50,10,100,18.28,16.439999999999998,0.10001157567262023
480,50,1000,750,50,10,100,24.37333333333333,20.28,0.11107161256583802
481,10,300,1000,10,2,75,46.37,36.152499999999996,0.2946699912523269
482,10,1000,1000,10,2,75,48.129999999999995,36.9675,0.3006530353938936
483,50,300,1000,10,2,75,47.38,40.81,0.29463857218051803
484,50,1000,1000,10,2,75,47.660000000000004,40.77499999999999,0.29463996324572617
485,10,300,1000,10,2,100,51.03,40.2475,0.312074239864012
486,10,1000,1000,10,2,100,52.46999999999999,41.615,0.32439536065841734
487,50,300,1000,10,2,100,51.769999999999996,45.8025,0.3239677689222609
488,50,1000,1000,10,2,100,51.870000000000005,45.585,0.3322628299543122
489,10,300,1000,10,4,75,44.400000000000006,32.7125,0.27780588638385995
490,10,1000,1000,10,4,75,46.94,35.019999999999996,0.29600687477426935
491,50,300,1000,10,4,75,46.92999999999999,38.15,0.28793852240407225
492,50,1000,1000,10,4,75,47.06,38.0075,0.28972914392806803
493,10,300,1000,10,4,100,50.0,37.66,0.3126760150867914
494,10,1000,1000,10,4,100,50.78,38.690000000000005,0.33053411647736547
495,50,300,1000,10,4,100,50.2,40.67,0.30691059638869495
496,50,1000,1000,10,4,100,50.239999999999995,40.5725,0.30800750979497493
497,10,300,1000,10,5,75,46.2,33.955,0.3011868236475804
498,10,1000,1000,10,5,75,47.86,35.05,0.300973769688608
499,50,300,1000,10,5,75,46.02,37.15,0.2926485578770191
500,50,1000,1000,10,5,75,46.19,37.582499999999996,0.29485928849801185
501,10,300,1000,10,5,100,50.129999999999995,38.78,0.2966723419722716
502,10,1000,1000,10,5,100,51.36999999999999,39.442499999999995,0.3178435375728739
503,50,300,1000,10,5,100,51.190000000000005,42.0025,0.31574541367159314
504,50,1000,1000,10,5,100,51.24999999999999,41.965,0.31574886443427347
505,10,300,1000,10,8,75,45.019999999999996,29.977500000000003,0.2832107979524821
506,10,1000,1000,10,8,75,45.269999999999996,30.29,0.285288706859938
507,50,300,1000,10,8,75,45.38,34.245000000000005,0.290708035179612
508,50,1000,1000,10,8,75,45.620000000000005,34.31,0.2906351520707659
509,10,300,1000,10,8,100,47.65,33.690000000000005,0.309351337893876
510,10,1000,1000,10,8,100,48.129999999999995,34.35,0.31087795646623784
511,50,300,1000,10,8,100,48.05,36.85,0.29231312291419165
512,50,1000,1000,10,8,100,48.14,36.934999999999995,0.29584591486322603
513,10,300,1000,10,10,75,44.15,29.385,0.33225989713458326
514,10,1000,1000,10,10,75,44.519999999999996,29.92,0.34148751158619056
515,50,300,1000,10,10,75,43.48,32.5525,0.30074120338024596
516,50,1000,1000,10,10,75,43.91,32.62,0.3027762431070807
517,10,300,1000,10,10,100,45.85,32.8825,0.3190524734822171
518,10,1000,1000,10,10,100,46.6,33.6275,0.3280659339896648
519,50,300,1000,10,10,100,46.42000000000001,35.5475,0.29795685043308573
520,50,1000,1000,10,10,100,46.699999999999996,35.6925,0.30125733425131757
521,10,300,1000,30,2,75,31.230000000000004,23.610000000000003,0.1501354367815016
522,10,1000,1000,30,2,75,35.58,24.115000000000002,0.16957418011330333
523,50,300,1000,30,2,75,26.900000000000002,25.6,0.14403682633543854
524,50,1000,1000,30,2,75,35.65,27.7825,0.1583833890290979
525,10,300,1000,30,2,100,35.68,25.087500000000002,0.1677159251374647
526,10,1000,1000,30,2,100,38.13,27.1425,0.173840836552233
527,50,300,1000,30,2,100,30.510000000000005,27.8225,0.1575659931199757
528,50,1000,1000,30,2,100,38.79,30.5925,0.16658424251421025
529,10,300,1000,30,4,75,31.22,18.6725,0.15834309588126583
530,10,1000,1000,30,4,75,34.18,20.175,0.1624923246448275
531,50,300,1000,30,4,75,24.769999999999996,20.295,0.14145411370593758
532,50,1000,1000,30,4,75,34.41,24.1525,0.1552413726503717
533,10,300,1000,30,4,100,33.42,21.195,0.1578502046841488
534,10,1000,1000,30,4,100,36.08,22.3675,0.15410588135311143
535,50,300,1000,30,4,100,28.22,23.152499999999996,0.1414238371685378
536,50,1000,1000,30,4,100,35.95,25.71,0.15372439466332008
537,10,300,1000,30,5,75,29.92,18.360000000000003,0.15432040721898177
538,10,1000,1000,30,5,75,32.98,19.91,0.16368798523601336
539,50,300,1000,30,5,75,21.389999999999997,18.357499999999998,0.14057790854213803
540,50,1000,1000,30,5,75,33.34,23.494999999999997,0.15161536409354917
541,10,300,1000,30,5,100,33.15,20.38,0.15596284193799143
542,10,1000,1000,30,5,100,35.4,21.392500000000002,0.16376766146603203
543,50,300,1000,30,5,100,24.94,19.75,0.13897905451747253
544,50,1000,1000,30,5,100,35.160000000000004,23.9575,0.14789510779223294
545,10,300,1000,30,8,75,29.799999999999997,17.46,0.1505595410481058
546,10,1000,1000,30,8,75,32.269999999999996,18.332500000000003,0.15934320412172168
547,50,300,1000,30,8,75,21.749999999999996,17.6325,0.1409105913371639
548,50,1000,1000,30,8,75,31.94,21.5075,0.14879588666338206
549,10,300,1000,30,8,100,29.900000000000006,17.1375,0.15615189543565766
550,10,1000,1000,30,8,100,33.07,19.6075,0.1617187637133081
551,50,300,1000,30,8,100,23.5,18.44,0.14011302450102864
552,50,1000,1000,30,8,100,33.07,21.76,0.14962950590224242
553,10,300,1000,30,10,75,28.700000000000003,16.830000000000002,0.15507227853805242
554,10,1000,1000,30,10,75,31.110000000000003,17.445,0.15704351160675178
555,50,300,1000,30,10,75,20.200000000000003,15.942499999999999,0.13686704524577006
556,50,1000,1000,30,10,75,31.120000000000005,21.2725,0.14830287217223556
557,10,300,1000,30,10,100,29.2,17.3525,0.14916688581168946
558,10,1000,1000,30,10,100,32.34,18.224999999999998,0.1588934652616684
559,50,300,1000,30,10,100,22.45,17.1375,0.12852676836951493
560,50,1000,1000,30,10,100,32.83,22.189999999999998,0.14314134416980778
561,10,300,1000,50,2,75,29.24,18.154999999999998,0.11909222439434984
562,10,1000,1000,50,2,75,31.96,19.5775,0.13004341551617096
563,50,300,1000,50,2,75,22.53,19.617500000000003,0.11063016787424043
564,50,1000,1000,50,2,75,31.490000000000002,23.1625,0.12127013108076476
565,10,300,1000,50,2,100,32.690000000000005,21.76,0.1250467973820347
566,10,1000,1000,50,2,100,35.08,22.345000000000002,0.14092755351936617
567,50,300,1000,50,2,100,24.88,22.035,0.11850519012830463
568,50,1000,1000,50,2,100,35.22,25.1275,0.12114934931054867
569,10,300,1000,50,4,75,28.090000000000003,16.650000000000002,0.11618753601545613
570,10,1000,1000,50,4,75,30.379999999999995,17.2475,0.11978595235792232
571,50,300,1000,50,4,75,20.67,16.6375,0.10948352793287326
572,50,1000,1000,50,4,75,30.56,20.8175,0.1145104660505369
573,10,300,1000,50,4,100,29.28,16.512500000000003,0.11335261158738684
574,10,1000,1000,50,4,100,32.029999999999994,18.1225,0.1219719299564979
575,50,300,1000,50,4,100,22.79,17.2925,0.105428078287946
576,50,1000,1000,50,4,100,32.98,21.18,0.11218185713303384
577,10,300,1000,50,5,75,26.549999999999997,15.107500000000002,0.11892581611157961
578,10,1000,1000,50,5,75,29.830000000000002,15.925,0.11734917763899706
579,50,300,1000,50,5,75,18.64,14.502500000000001,0.10707058505976115
580,50,1000,1000,50,5,75,26.339999999999996,18.825,0.11525324971285705
581,10,300,1000,50,5,100,28.84,16.3875,0.11521442728854092
582,10,1000,1000,50,5,100,31.03,17.2,0.1224828650652274
583,50,300,1000,50,5,100,19.87,14.787500000000001,0.10631890184639732
584,50,1000,1000,50,5,100,30.5,20.2825,0.11209935511671713
585,10,300,1000,50,8,75,22.78,13.3125,0.1071517323425697
586,10,1000,1000,50,8,75,28.050000000000004,15.707500000000001,0.12589885799854408
587,50,300,1000,50,8,75,18.240000000000002,14.5625,0.10543001136572586
588,50,1000,1000,50,8,75,23.889999999999997,18.057499999999997,0.11467498818291347
589,10,300,1000,50,8,100,25.939999999999998,14.6275,0.12081577935298883
590,10,1000,1000,50,8,100,28.98,15.812500000000002,0.12421899723095903
591,50,300,1000,50,8,100,18.029999999999998,13.612499999999999,0.10688165497008295
592,50,1000,1000,50,8,100,24.980000000000004,17.7325,0.1123818103175984
593,10,300,1000,50,10,75,25.81,14.650000000000002,0.11527063920401312
594,10,1000,1000,50,10,75,28.290000000000003,15.625,0.12012435757687975
595,50,300,1000,50,10,75,17.43,13.6775,0.10663740358670416
596,50,1000,1000,50,10,75,24.51,17.825,0.1115002174006013
597,10,300,1000,50,10,100,25.82,14.125000000000002,0.11796140554851196
598,10,1000,1000,50,10,100,28.759999999999998,14.755,0.12361567552380825
599,50,300,1000,50,10,100,17.8,13.999999999999998,0.10785175715438973
600,50,1000,1000,50,10,100,25.259999999999998,17.9725,0.11462027000217807
601,10,300,2500,10,2,75,39.29600000000001,30.720000000000002,0.3120138015255554
602,10,1000,2500,10,2,75,46.568,32.5,0.31773092937595754
603,50,300,2500,10,2,75,21.676000000000002,21.831,0.33754383444398733
604,50,1000,2500,10,2,75,45.288000000000004,35.6,0.3395811576643363
605,10,300,2500,10,2,100,42.672,36.669999999999995,0.33737036160702133
606,10,1000,2500,10,2,100,48.852000000000004,37.774,0.3457398304639741
607,50,300,2500,10,2,100,28.555999999999997,31.438,0.3924680556625141
608,50,1000,2500,10,2,100,48.440000000000005,40.146,0.35106103683449297
609,10,300,2500,10,4,75,40.032,31.808999999999997,0.31500166945347596
610,10,1000,2500,10,4,75,46.900000000000006,33.276,0.3219996300467109
611,50,300,2500,10,4,75,45.464000000000006,35.878,0.31113295495933385
612,50,1000,2500,10,4,75,46.18000000000001,35.699000000000005,0.31283302323687995
613,10,300,2500,10,4,100,42.744,34.475,0.33729909667692554
614,10,1000,2500,10,4,100,49.356,36.393,0.35739274168362717
615,50,300,2500,10,4,100,48.392,39.568,0.333117040466692
616,50,1000,2500,10,4,100,49.044,39.537,0.34121127648171384
617,10,300,2500,10,5,75,39.316,30.335999999999995,0.3277358986798601
618,10,1000,2500,10,5,75,45.983999999999995,32.208000000000006,0.3265951106093879
619,50,300,2500,10,5,75,45.304,35.268,0.32563371145518505
620,50,1000,2500,10,5,75,46.104,35.038000000000004,0.3243377968201691
621,10,300,2500,10,5,100,42.128,34.693000000000005,0.34588862096751943
622,10,1000,2500,10,5,100,48.396,36.236000000000004,0.3488710660010434
623,50,300,2500,10,5,100,47.464000000000006,39.969,0.3396265842395045
624,50,1000,2500,10,5,100,48.12800000000001,39.763999999999996,0.33428073214389487
625,10,300,2500,10,8,75,31.724000000000004,22.887,0.32692219608904743
626,10,1000,2500,10,8,75,44.76,28.633000000000003,0.32534519219578567
627,50,300,2500,10,8,75,44.14399999999999,32.471,0.31918136444153755
628,50,1000,2500,10,8,75,44.844,32.15,0.3233993132704969
629,10,300,2500,10,8,100,39.784000000000006,30.142000000000003,0.31740346902773864
630,10,1000,2500,10,8,100,47.108,32.942,0.3269284899770707
631,50,300,2500,10,8,100,46.444,36.164,0.31001026387491365
632,50,1000,2500,10,8,100,47.304,35.889,0.32008410459108366
633,10,300,2500,10,10,75,23.748,17.979,0.34868614164996614
634,10,1000,2500,10,10,75,43.232,27.244999999999997,0.3301068862739024
635,50,300,2500,10,10,75,42.22,30.869000000000003,0.3070680229713069
636,50,1000,2500,10,10,75,43.576,30.976,0.3134061941555984
637,10,300,2500,10,10,100,39.984,28.459,0.32263582027617804
638,10,1000,2500,10,10,100,46.876,31.519,0.32997437029021487
639,50,300,2500,10,10,100,46.02,34.568,0.313114038902785
640,50,1000,2500,10,10,100,46.647999999999996,34.371,0.3175790130969665
641,10,300,2500,30,2,75,33.836,20.598,0.18187141089723632
642,10,1000,2500,30,2,75,33.995999999999995,20.234,0.17832197801960936
643,50,300,2500,30,2,75,32.764,23.514,0.16560612595552496
644,50,1000,2500,30,2,75,34.083999999999996,23.196,0.16596327791940324
645,10,300,2500,30,2,100,24.848,19.262999999999998,0.2149328636655466
646,10,1000,2500,30,2,100,36.024,22.738,0.19191214569992207
647,50,300,2500,30,2,100,35.208,25.69,0.1844221234374044
648,50,1000,2500,30,2,100,36.456,25.270000000000003,0.17985860599281459
649,10,300,2500,30,4,75,32.428000000000004,17.285,0.17043801488592944
650,10,1000,2500,30,4,75,32.608000000000004,17.115,0.16881277983369167
651,50,300,2500,30,4,75,31.04,20.18,0.15962045856404608
652,50,1000,2500,30,4,75,32.72,19.819,0.1616171464532181
653,10,300,2500,30,4,100,35.524,21.442999999999998,0.17805074548808736
654,10,1000,2500,30,4,100,35.768,21.723,0.17884791716831047
655,50,300,2500,30,4,100,35.044,24.166999999999998,0.17192387064187228
656,50,1000,2500,30,4,100,35.812,23.919,0.17467198467514647
657,10,300,2500,30,5,75,13.504,7.911,0.21279425715464875
658,10,1000,2500,30,5,75,32.0,16.857,0.16641118770963748
659,50,300,2500,30,5,75,30.792,19.86,0.1582262383777758
660,50,1000,2500,30,5,75,32.704,19.493,0.1672496370858377
661,10,300,2500,30,5,100,35.736000000000004,21.014,0.17849492364916736
662,10,1000,2500,30,5,100,35.81999999999999,21.707,0.18181968553032074
663,50,300,2500,30,5,100,35.467999999999996,23.761000000000003,0.17298395717356602
664,50,1000,2500,30,5,100,36.22,23.243,0.1718191302542021
665,10,300,2500,30,8,75,30.775999999999996,15.284999999999998,0.171363087104565
666,10,1000,2500,30,8,75,31.212,15.35,0.1734952053714773
667,50,300,2500,30,8,75,28.488000000000003,17.727999999999998,0.15577690161828245
668,50,1000,2500,30,8,75,31.467999999999996,17.82,0.16239920690453102
669,10,300,2500,30,8,100,32.944,17.205,0.1740495538256985
670,10,1000,2500,30,8,100,33.24399999999999,17.247,0.17234380220668566
671,50,300,2500,30,8,100,31.516,19.533,0.16214777965390575
672,50,1000,2500,30,8,100,33.292,19.091,0.1680047134492474
673,10,300,2500,30,10,75,30.179999999999996,14.894000000000002,0.167255782510015
674,10,1000,2500,30,10,75,30.568,14.865,0.16475330813053793
675,50,300,2500,30,10,75,27.636,17.2,0.15017087263177703
676,50,1000,2500,30,10,75,30.740000000000002,17.465,0.1571926010855496
677,10,300,2500,30,10,100,32.584,16.785,0.17333342852080233
678,10,1000,2500,30,10,100,32.644,16.770000000000003,0.17029436516824542
679,50,300,2500,30,10,100,30.804,18.533,0.15573635828255905
680,50,1000,2500,30,10,100,32.604,18.925,0.160333215208096
681,10,300,2500,50,2,75,30.708000000000002,17.213,0.13496898092606016
682,10,1000,2500,50,2,75,30.628,17.191000000000003,0.13753082657333898
683,50,300,2500,50,2,75,29.368,19.768,0.12768969708128794
684,50,1000,2500,50,2,75,30.908,19.724999999999998,0.12683304689191835
685,10,300,2500,50,2,100,24.184,15.517,0.12722367449596167
686,10,1000,2500,50,2,100,32.412,18.419,0.13076935504896597
687,50,300,2500,50,2,100,14.184000000000003,11.030999999999999,0.16346221081201914
688,50,1000,2500,50,2,100,32.832,21.244999999999997,0.13133752517278394
689,10,300,2500,50,4,75,11.508000000000001,5.957,0.069100904765915
690,10,1000,2500,50,4,75,29.203999999999997,14.212,0.12719913551273823
691,50,300,2500,50,4,75,18.12,12.531,0.11723372242880498
692,50,1000,2500,50,4,75,29.364,16.899,0.12057694221298192
693,10,300,2500,50,4,100,31.184,17.199,0.1350161110065485
694,10,1000,2500,50,4,100,31.016,17.015,0.13672802292549752
695,50,300,2500,50,4,100,29.860000000000003,19.143,0.12567325239421748
696,50,1000,2500,50,4,100,31.735999999999997,19.147,0.1275266789634143
697,10,300,2500,50,5,75,13.364,7.64,0.11919962617613197
698,10,1000,2500,50,5,75,28.656000000000002,13.3,0.12578388711215865
699,50,300,2500,50,5,75,20.796,14.265,0.11732879661531104
700,50,1000,2500,50,5,75,28.528,16.061,0.1203016385407677
701,10,300,2500,50,5,100,31.087999999999997,16.538,0.1389733663944656
702,10,1000,2500,50,5,100,31.396,16.719,0.13851966442697425
703,50,300,2500,50,5,100,25.124000000000002,17.165999999999997,0.12341901393708793
704,50,1000,2500,50,5,100,31.759999999999998,18.494,0.13049930371679336
705,10,300,2500,50,8,75,11.388000000000002,5.473999999999999,0.08373720037006695
706,10,1000,2500,50,8,75,26.768000000000004,12.047,0.12790435475668113
707,50,300,2500,50,8,75,19.872,12.493000000000002,0.11761634284205086
708,50,1000,2500,50,8,75,24.336000000000002,14.471,0.11900847478563456
709,10,300,2500,50,8,100,18.284,9.597999999999999,0.12436415785117046
710,10,1000,2500,50,8,100,29.447999999999997,13.712,0.12686578845659674
711,50,300,2500,50,8,100,21.48,13.638999999999998,0.11932597577441728
712,50,1000,2500,50,8,100,29.775999999999996,16.305,0.12287758099161729
713,10,300,2500,50,10,75,18.084,9.196,0.12133272222497878
714,10,1000,2500,50,10,75,26.992,12.24,0.1261951619661661
715,50,300,2500,50,10,75,11.372,5.803000000000001,0.1183562701666799
716,50,1000,2500,50,10,75,22.736,13.76,0.11970170385314506
717,10,300,2500,50,10,100,20.095999999999997,9.985000000000001,0.12368796974619431
718,10,1000,2500,50,10,100,27.772000000000002,12.579,0.12799824773738844
719,50,300,2500,50,10,100,11.976,6.515,0.1177783485296258
720,50,1000,2500,50,10,100,26.619999999999997,14.852000000000002,0.12125719402836811
721,10,300,100,10,2,75,43.2,51.74999999999999,0.24233201178991803
722,10,1000,100,10,2,75,52.69999999999999,57.225,0.25095589958548875
723,50,300,100,10,2,75,46.6,67.475,0.17882285100329237
724,50,1000,100,10,2,75,52.0,67.80000000000001,0.1852885438311764
725,10,300,100,10,2,100,56.10000000000001,63.175000000000004,0.23647209939566338
726,10,1000,100,10,2,100,60.0,66.8,0.2373011833121546
727,50,300,100,10,2,100,61.199999999999996,72.8,0.19627813868266128
728,50,1000,100,10,2,100,63.1,71.925,0.2005888656572131
729,10,300,100,10,4,75,46.0,55.775,0.25974457570623566
730,10,1000,100,10,4,75,55.599999999999994,58.699999999999996,0.25266019348927465
731,50,300,100,10,4,75,49.400000000000006,67.825,0.18391031943140704
732,50,1000,100,10,4,75,52.800000000000004,69.12499999999999,0.18785071304165643
733,10,300,100,10,4,100,49.6,57.175,0.2550508605523702
734,10,1000,100,10,4,100,57.199999999999996,60.224999999999994,0.24707634350161073
735,50,300,100,10,4,100,49.6,67.5,0.21364007193631368
736,50,1000,100,10,4,100,54.0,69.325,0.20601783368179602
737,10,300,100,10,5,75,49.2,53.400000000000006,0.28043437789480874
738,10,1000,100,10,5,75,51.5,55.7,0.2658923849558613
739,50,300,100,10,5,75,41.699999999999996,66.225,0.1912602491087297
740,50,1000,100,10,5,75,48.3,68.975,0.2098024150348662
741,10,300,100,10,5,100,48.2,54.225,0.2763952416432164
742,10,1000,100,10,5,100,53.800000000000004,54.400000000000006,0.27030351325598256
743,50,300,100,10,5,100,47.800000000000004,66.14999999999999,0.20468574776292073
744,50,1000,100,10,5,100,50.5,68.925,0.178128298349705
745,10,300,100,10,8,75,44.5,49.325,0.28092673034779214
746,10,1000,100,10,8,75,51.0,53.65,0.25945345478723625
747,50,300,100,10,8,75,44.9,61.8,0.20228486896699913
748,50,1000,100,10,8,75,48.5,66.64999999999999,0.19775950501522585
749,10,300,100,10,8,100,48.8,57.775,0.22595747140331007
750,10,1000,100,10,8,100,54.0,59.00000000000001,0.22257137393097892
751,50,300,100,10,8,100,47.800000000000004,66.60000000000001,0.18237233812718598
752,50,1000,100,10,8,100,49.9,68.1,0.17794552987581924
753,10,300,100,10,10,75,46.2,54.525,0.23897531954030546
754,10,1000,100,10,10,75,47.400000000000006,58.4,0.22964723028882167
755,50,300,100,10,10,75,44.1,64.85000000000001,0.1685933983645546
756,50,1000,100,10,10,75,46.3,67.95,0.18580225330541653
757,10,300,100,10,10,100,50.6,56.05,0.2354527302707878
758,10,1000,100,10,10,100,56.60000000000001,57.45,0.23756075650942754
759,50,300,100,10,10,100,47.099999999999994,65.19999999999999,0.17460676692344593
760,50,1000,100,10,10,100,53.800000000000004,65.25000000000001,0.19565301182706224
761,10,300,100,30,2,75,37.6,51.449999999999996,0.13201281003318224
762,10,1000,100,30,2,75,48.3,51.925,0.14303639975520896
763,50,300,100,30,2,75,42.699999999999996,59.85,0.1196977697324131
764,50,1000,100,30,2,75,42.699999999999996,64.25,0.11238194658898279
765,10,300,100,30,2,100,39.900000000000006,52.87499999999999,0.11685530482354198
766,10,1000,100,30,2,100,45.7,50.849999999999994,0.1352575200984322
767,50,300,100,30,2,100,38.6,63.349999999999994,0.11023994165207772
768,50,1000,100,30,2,100,43.49999999999999,64.64999999999999,0.11082357437689933
769,10,300,100,30,4,75,32.0,48.125,0.14495204061766706
770,10,1000,100,30,4,75,40.599999999999994,51.075,0.13925750905484066
771,50,300,100,30,4,75,32.599999999999994,62.1,0.10789467577839995
772,50,1000,100,30,4,75,40.400000000000006,64.325,0.10703710875422814
773,10,300,100,30,4,100,32.2,50.75000000000001,0.13071167409803464
774,10,1000,100,30,4,100,40.300000000000004,51.150000000000006,0.12851829973519954
775,50,300,100,30,4,100,31.8,54.574999999999996,0.11750510404111163
776,50,1000,100,30,4,100,38.5,63.6,0.10805623415750105
777,10,300,100,30,5,75,34.8,49.1,0.13837950178954248
778,10,1000,100,30,5,75,42.800000000000004,50.77499999999999,0.13602881665125194
779,50,300,100,30,5,75,37.8,58.94999999999999,0.11962039374444772
780,50,1000,100,30,5,75,43.2,61.449999999999996,0.11726362374416542
781,10,300,100,30,5,100,41.2,51.225,0.1232589418634127
782,10,1000,100,30,5,100,42.300000000000004,52.05,0.12729755963695902
